Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
7,0.0360528076708201,0.021862310093117,Rv2495c,Rv2215,Rv3356c,Rv0211,Rv0084,Rv2899c,Rv3535c,,,,
7,0.0355332315992908,0.021546776559632,Rv1448c,Rv1445c,Rv1200,Rv3356c,Rv0084,Rv2930,Rv1475c,,,,
7,0.0360528076812293,0.0218614928561891,Rv2495c,Rv2215,Rv3356c,Rv0162c,Rv0211,Rv0084,Rv2899c,,,,
7,0.0185381905920369,0.00310980210389347,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv1098c,Rv2920c,Rv1475c,,,,
7,0.0211807634022895,0.0022628182579153,Rv1448c,Rv1445c,Rv3010c,Rv1200,Rv3356c,Rv2332,Rv0211,,,,
7,0.0338641366094916,0.0205348080706129,Rv2495c,Rv2215,Rv3356c,Rv3601c,Rv0084,Rv2899c,Rv3535c,,,,
7,0.0364163893016255,0.0220824501698154,Rv1448c,Rv1445c,Rv3356c,Rv0211,Rv1837c,Rv0084,Rv2930,,,,
7,0.0219695715432831,0.00159024401457786,Rv3010c,Rv3356c,Rv2332,Rv1121,Rv1447c,Rv0211,Rv3601c,,,,
7,0.03626855249073,0.0219926407639335,Rv1448c,Rv1445c,Rv1200,Rv3356c,Rv0211,Rv1837c,Rv0084,,,,
8,0.0360528077263312,0.0218619324490765,Rv3303c,Rv0843,Rv0462,Rv3356c,Rv0162c,Rv0211,Rv0084,Rv2899c,,,
8,0.033864136689289,0.0205348221062203,Rv0843,Rv0462,Rv2495c,Rv3356c,Rv0162c,Rv3601c,Rv0084,Rv2899c,,,
8,0.0338641366094916,0.0205348080706129,Rv0843,Rv0462,Rv2495c,Rv3356c,Rv3601c,Rv0084,Rv2899c,Rv3535c,,,
8,0.033864136689289,0.0205348213378056,Rv3303c,Rv0843,Rv0462,Rv3356c,Rv0162c,Rv3601c,Rv0084,Rv2899c,,,
8,0.0360528076812293,0.0218614928561891,Rv0843,Rv0462,Rv2496c,Rv3356c,Rv0162c,Rv0211,Rv0084,Rv2899c,,,
8,0.0338641370952135,0.0205348071409054,Rv3303c,Rv0843,Rv0462,Rv3356c,Rv0753c,Rv0162c,Rv0084,Rv2899c,,,
8,0.0338641366320425,0.0205348076950124,Rv0843,Rv0462,Rv2495c,Rv3356c,Rv0753c,Rv0084,Rv2899c,Rv3535c,,,
8,0.0185381906735691,0.003109814303821,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv2332,Rv1240,Rv2920c,Rv1475c,,,
8,0.0338641366337769,0.0205348062435939,Rv3303c,Rv0843,Rv0462,Rv3356c,Rv0753c,Rv0084,Rv2899c,Rv3535c,,,
8,0.0338641366094916,0.0205348080706129,Rv0843,Rv0462,Rv2496c,Rv3356c,Rv3601c,Rv0084,Rv2899c,Rv3535c,,,
8,0.0338641366875537,0.0205348221041878,Rv3303c,Rv0843,Rv0462,Rv3356c,Rv3601c,Rv0084,Rv2899c,Rv3535c,,,
8,0.0338641365678577,0.020534804019516,Rv0843,Rv0462,Rv2496c,Rv3356c,Rv0753c,Rv0162c,Rv0084,Rv2899c,,,
8,0.0338641365678577,0.020534804019516,Rv0843,Rv0462,Rv2495c,Rv3356c,Rv0753c,Rv0162c,Rv0084,Rv2899c,,,
8,0.0360528076812293,0.0218614928561891,Rv0843,Rv0462,Rv2495c,Rv3356c,Rv0162c,Rv0211,Rv0084,Rv2899c,,,
8,0.033864136689289,0.0205348221062203,Rv0843,Rv0462,Rv2496c,Rv3356c,Rv0162c,Rv3601c,Rv0084,Rv2899c,,,
8,0.0338641366320425,0.0205348076950124,Rv0843,Rv0462,Rv2496c,Rv3356c,Rv0753c,Rv0084,Rv2899c,Rv3535c,,,
8,0.0360528076708201,0.021862310093117,Rv0843,Rv0462,Rv2495c,Rv3356c,Rv0211,Rv0084,Rv2899c,Rv3535c,,,
8,0.036052807726331,0.0218619324493883,Rv3303c,Rv0843,Rv0462,Rv3356c,Rv0211,Rv0084,Rv2899c,Rv3535c,,,
8,0.0360528076708201,0.021862310093117,Rv0843,Rv0462,Rv2496c,Rv3356c,Rv0211,Rv0084,Rv2899c,Rv3535c,,,
8,0.0373846729159045,0.0214673747308229,Rv1448c,Rv3356c,Rv1240,Rv1121,Rv1447c,Rv1837c,Rv0084,Rv2930,,,
8,0.0183072641691337,0.00270469941738309,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv1240,Rv1098c,Rv0211,Rv2920c,,,
8,0.0355332315992908,0.021546776559632,Rv1448c,Rv1200,Rv3356c,Rv1121,Rv1447c,Rv0084,Rv2930,Rv1475c,,,
9,0.0364163893571366,0.0220825310913515,Rv1122,Rv1844c,Rv1448c,Rv3356c,Rv0211,Rv1915,Rv0467,Rv0084,Rv2930,,
9,0.0193426033096501,0.00676984687212689,Rv2495c,Rv2215,Rv3356c,Rv1236,Rv0162c,Rv1240,Rv0084,Rv2899c,Rv2930,,
9,0.0183072641691337,0.00270469987101735,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv1098c,Rv0211,Rv2920c,Rv1915,Rv0467,,
10,0.0407823484651981,0.00140588419700327,Rv1448c,Rv1445c,Rv3356c,Rv0753c,Rv2332,Rv0118c,Rv0211,Rv0522,Rv3339c,Rv0066c,
11,0.0185381906735691,0.003109814303821,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv2332,Rv1240,Rv2920c,Rv1915,Rv0467,Rv3339c,Rv0066c
