Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
8,0.304794773211775,0.268262528886764,PHATRDRAFT_42015,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_11319,PHATRDRAFT_23365,,,,
8,0.315861877289227,0.214097512619787,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_17720,PHATRDRAFT_54528,,,,
8,0.327762956545309,0.155850825231255,PHATRDRAFT_42015,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_28191,PHATRDRAFT_55069,PHATRDRAFT_16649,,,,
8,0.304794773211778,0.268262528886765,PHATRDRAFT_42015,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_20310,PHATRDRAFT_23365,,,,
9,0.315861877289122,0.214097512619611,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_28191,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_23723,,,
9,0.315861877289246,0.214097512620128,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_draft1572,PHATRDRAFT_23723,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_51245,,,
9,0.315861877289246,0.214097512620147,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_35580,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_46728,,,
9,0.315861877289329,0.214097512619901,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_28191,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_51970,,,
9,0.315861877289219,0.214097512619865,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_34120,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_50742,PHATRDRAFT_20310,PHATRDRAFT_8945,PHATRDRAFT_41686,,,
9,0.315861877289137,0.214097512619778,PHATRDRAFT_23467,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_48983,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_50742,PHATRDRAFT_35580,,,
9,0.327762956545307,0.155850825231159,PHATRDRAFT_42015,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_48078,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_16649,,,
9,0.354474842315655,0.0251165593255993,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_26290,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_51830,,,
9,0.315861877289247,0.214097512619995,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_20310,PHATRDRAFT_8990,,,
10,0.304794773211773,0.268262528886453,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_42015,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_28191,PHATRDRAFT_48078,PHATRDRAFT_8990,PHATRDRAFT_23365,,
10,0.315861877289246,0.214097512619692,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_draft1572,PHATRDRAFT_35580,PHATRDRAFT_54355,PHATRDRAFT_43697,PHATRDRAFT_8945,PHATRDRAFT_41686,,
10,0.315861877289247,0.21409751262001,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_draft1572,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_20310,PHATRDRAFT_8945,PHATRDRAFT_41686,,
10,0.315861877289246,0.214097512620128,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_23467,PHATRDRAFT_30519,PHATRDRAFT_40430,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_48078,PHATRDRAFT_8990,,
10,0.315861877289274,0.214097512619911,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_30519,PHATRDRAFT_8691,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_50742,PHATRDRAFT_42245,PHATRDRAFT_8990,,
10,0.327762956545307,0.155850825231255,PHATRDRAFT_13643,PHATRDRAFT_42015,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_8945,PHATRDRAFT_41686,,
10,0.327762956545198,0.155850825231255,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_42015,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_28191,PHATRDRAFT_22803,PHATRDRAFT_8990,PHATRDRAFT_16649,,
10,0.327762956545422,0.155850825231505,PHATRDRAFT_42015,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_28191,PHATRDRAFT_50742,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_22803,PHATRDRAFT_16649,,
10,0.327762956545309,0.155850825231255,PHATRDRAFT_42015,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,Phatr3_EG02251,PHATRDRAFT_50742,PHATRDRAFT_42245,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_16649,,
10,0.315998849245735,0.213427139574819,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_23467,PHATRDRAFT_30145,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_8990,,
