Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,
5,0.264599097169835,0.0395142369770471,YLR027C,YKR039W,YHR208W,YGR244C,YNL268W,,,,,,,,,,,,
6,0.264058020669327,0.0394334345347772,YLR027C,YKR039W,YHR208W,YNL268W,YKL141W,YMR118C,,,,,,,,,,,
8,0.217474212841453,0.0324767751186239,YOL086C,YDL168W,YGL256W,YBR145W,YLR027C,YHR208W,YGR244C,YLR348C,,,,,,,,,
8,0.159632195249602,0.0238388781422633,YGR087C,YLR044C,YLR134W,YLR027C,YHR208W,YGR244C,YLR348C,YKL085W,,,,,,,,,
8,0.257175215248325,0.0384055830813524,YMR083W,YLR027C,YKL192C,YHR208W,YKL085W,YKL141W,YMR118C,YML120C,,,,,,,,,
9,0.159632195256542,0.0238388761449058,YGR087C,YLR044C,YLR134W,YLR027C,YHR208W,YLR348C,YKL085W,YKL141W,YMR118C,,,,,,,,
9,0.217474212813698,0.0324767745310435,YOL086C,YDL168W,YGL256W,YBR145W,YLR027C,YHR208W,YLR348C,YKL141W,YMR118C,,,,,,,,
10,0.179600296434639,0.0268208252583688,YOL086C,YDL168W,YGL256W,YBR145W,YMR083W,YPL061W,YLR027C,YAL060W,YHR208W,YGR244C,,,,,,,
10,0.185581929496407,0.0277141099264654,YOL086C,YDL168W,YGL256W,YBR145W,YPL061W,YLR027C,YAL060W,YHR208W,YGR244C,YKL085W,,,,,,,
11,0.179600296462396,0.0268208301797607,YOL086C,YDL168W,YGL256W,YBR145W,YMR083W,YPL061W,YLR027C,YAL060W,YHR208W,YKL141W,YMR118C,,,,,,
11,0.156432826456167,0.00774967987153763,YHR104W,YGR087C,YLR044C,YLR134W,YLL043W,YOR323C,YBR263W,YMR250W,YGR244C,YLR348C,YKL085W,,,,,,
11,0.156432826456167,0.00774967987153763,YHR104W,YGR087C,YLR044C,YLR134W,YLL043W,YBR263W,YDR300C,YMR250W,YGR244C,YLR348C,YKL085W,,,,,,
12,0.162184428650694,0.00803461455004895,YHR104W,YGR087C,YLR044C,YLR134W,YOR348C,YKR039W,YLL043W,YBR263W,YMR250W,YGR244C,YLR348C,YKL085W,,,,,
12,0.156432826470045,0.00774967217954903,YHR104W,YGR087C,YLR044C,YLR134W,YIL053W,YER062C,YOR323C,YBR263W,YMR250W,YGR244C,YLR348C,YKL085W,,,,,
12,0.162820327005015,0.0158977981832164,YHR104W,YGR087C,YLR044C,YLR134W,YOR348C,YKR039W,YLL043W,YMR250W,YGR244C,YLR348C,YKL085W,YKL184W,,,,,
12,0.162184428653296,0.00803461439920861,YHR104W,YGR087C,YLR044C,YLR134W,YDL210W,YOR348C,YKR039W,YLL043W,YMR189W,YGR244C,YLR348C,YKL085W,,,,,
13,0.162184428643755,0.00803461544938822,YHR104W,YGR087C,YLR044C,YLR134W,YDL210W,YOR348C,YKR039W,YLL043W,YBR263W,YLR348C,YKL085W,YKL141W,YMR118C,,,,
13,0.162184428650694,0.00803461315154175,YHR104W,YGR087C,YLR044C,YLR134W,YDL210W,YOR348C,YKR039W,YIL053W,YER062C,YMR189W,YGR244C,YLR348C,YKL085W,,,,
14,0.135225226967669,0.0201940210335209,YGR087C,YLR044C,YLR134W,YDL210W,YOR348C,YLR027C,YPL265W,YCL025C,YKR039W,YOL020W,YLR348C,YKL085W,YKL141W,YMR118C,,,
14,0.157710492821161,0.0316635921715609,YHR104W,YGR087C,YLR044C,YLR134W,YDR380W,YOR348C,YLR027C,YKR039W,YLL043W,YMR250W,YGR244C,YLR142W,YLR348C,YKL085W,,,
15,0.158489651785816,0.0139985985227888,YHR104W,YGR087C,YLR044C,YLR134W,YFL055W,YPL265W,YCL025C,YKR039W,YLL043W,YOR323C,YDR536W,YMR250W,YGR244C,YLR348C,YKL085W,,
15,0.13497612527548,0.0306098118417015,YHR104W,YGR087C,YLR044C,YLR134W,YDL210W,YOR348C,YFL055W,YPL265W,YCL025C,YKR039W,YOL020W,YDR536W,YGR244C,YLR348C,YKL085W,,
16,0.134976125282418,0.0306098119903289,YHR104W,YGR087C,YLR044C,YLR134W,YDL210W,YOR348C,YFL055W,YPL265W,YCL025C,YKR039W,YOL020W,YDR536W,YLR348C,YKL085W,YKL141W,YMR118C,
16,0.133928966442763,0.0534521591439383,YHR104W,YGR087C,YLR044C,YLR134W,YOR348C,YFL055W,YPL265W,YCL025C,YKR039W,YOL020W,YDR536W,YMR250W,YLR348C,YKL085W,YKL141W,YMR118C,
17,0.159660462439411,0.0121411614362398,YHR104W,YGR087C,YLR044C,YLR134W,YHR037W,YOR348C,YFL055W,YPL265W,YCL025C,YKR039W,YLL043W,YDR536W,YMR250W,YLR348C,YKL085W,YKL141W,YMR118C
