Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.426448128141462,0.0293819917301972,STM2927,STM3747,STM2421,STM4275,STM2555,STM4568,STM4570,STM2458,STM0974,STM0152,STM0150,STM4569,STM2338,STM2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.284478807713814,0.0121649776018448,STM2927,STM1463,STM3747,STM2421,STM4275,STM2555,STM4568,STM2458,STM1620,STM2167,STM0974,STM0152,STM1211,STM2317,STM4569,STM1480,STM2338,STM2466,STM0208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0848128589197596,0.00584439756779422,STM2927,STM3747,STM2421,STM4275,STM2555,STM3554,STM2285,STM3526,STM1750,STM4570,STM2283,STM1620,STM2167,STM3553,STM0974,STM0152,STM1211,STM2317,STM3179,STM4569,STM2338,STM2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.427386800750003,0.0262643435285565,STM3010,STM0051,STM2421,STM4275,STM2555,STM2009,STM4568,STM4570,STM0974,STM0152,STM0150,STM2338,STM2466,STM2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.28107281762273,0.0197153071838012,STM3646,STM2927,STM0051,STM4275,STM2555,STM2009,STM1750,STM1135,STM2167,STM0694,STM3045,STM0974,STM0152,STM3957,STM1211,STM2317,STM4569,STM1480,STM2338,STM2466,STM3968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.429414395925036,0.0183627615367507,STM2927,STM3747,STM1749,STM2463,STM4275,STM2555,STM4567,STM4570,STM0974,STM0152,STM0150,STM2338,STM2466,STM2332,STM4559_S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.283949833162468,0.0174496637472586,STM2421,STM4275,STM2555,STM2009,STM1750,STM2458,STM1620,STM2167,STM0974,STM0152,STM1211,STM2317,STM4569,STM1480,STM2338,STM2466,STM3968,STM3885,STM3793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.4295896749391,0.0183702568762925,STM2927,STM1463,STM3747,STM2421,STM4275,STM2555,STM4567,STM4568,STM1718,STM3553,STM2282,STM0974,STM0152,STM0150,STM2502,STM2501,STM2338,STM2466,STM2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.427413143058804,0.0262659623514605,STM3010,STM0051,STM2421,STM4275,STM2555,STM0661,STM2009,STM0974,STM0152,STM0150,STM4569,STM2338,STM2466,STM3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.127558993753455,0.00878872963033846,STM2927,STM1463,STM3747,STM2421,STM4275,STM0441,STM2555,STM3554,STM2460,STM1620,STM2167,STM3961,STM0974,STM0152,STM1211,STM2317,STM2338,STM2466,STM2332,STM0208,STM4559_S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
