Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
8,0.271619980390551,0.0417399975419008,YPO0793,YPO2157,YPO0918,YPO2161,YPO1109,YPO3142,YPO3358,YPO3520,,,
8,0.271619980390536,0.0417399974950081,YPO0918,YPO2161,YPO1109,YPO3142,YPO3358,YPO0920,YPO0921,YPO3834,,,
8,0.147498310348247,0.511819617659172,YPO0793,YPO3992,YPO0347,YPO3034,YPO1115,YPO2303,YPO0920,YPO0921,,,
8,0.237188844926433,0.171661916090239,YPO0793,YPO2157,YPO2161,YPO3992,YPO0347,YPO3142,YPO3358,YPO0920,,,
8,0.0871830788683667,0.650497101151072,YPO0357,YPO3992,YPO0347,YPO3034,YPO1115,YPO2303,YPO1149,YPO1133,,,
8,0.237188844926431,0.171661916108114,YPO2161,YPO3992,YPO0347,YPO3142,YPO3358,YPO3141,YPO3520,YPO0921,,,
9,0.271619980390541,0.041739997503825,YPO0918,YPO2161,YPO1109,YPO3142,YPO3358,YPO3376,YPO2074,YPO0920,YPO0442,,
9,0.0931374635940673,0.716319107134973,YPO2161,YPO3992,YPO0347,YPO3034,YPO1115,YPO2303,YPO3142,YPO1149,YPO1133,,
9,0.147498310348254,0.511819617659966,YPO3992,YPO0347,YPO3080,YPO3830,YPO3034,YPO1115,YPO2303,YPO0920,YPO0921,,
9,0.237188844926437,0.171661916111169,YPO0793,YPO2161,YPO3992,YPO0347,YPO3142,YPO3358,YPO3520,YPO1133,YPO0442,,
9,0.0931374635940673,0.716319107134973,YPO2066,YPO2161,YPO3992,YPO0347,YPO3034,YPO1115,YPO2303,YPO3142,YPO1133,,
10,0.0931374635940673,0.716319107134216,YPO2161,YPO1541,YPO3992,YPO0347,YPO3034,YPO1115,YPO2303,YPO3142,YPO2533,YPO3376,
10,0.257365528867763,0.0849326453673268,YPO2157,YPO0918,YPO2161,YPO0254,YPO2288,YPO1109,YPO0436,YPO3142,YPO3358,YPO1149,
10,0.237188844926433,0.171661916085066,YPO2614,YPO3992,YPO0347,YPO0254,YPO3142,YPO3358,YPO3376,YPO3141,YPO0920,YPO0914,
10,0.0931373096075681,0.716310372642355,YPO2614,YPO3992,YPO0347,YPO0254,YPO3034,YPO1115,YPO2303,YPO3142,YPO0921,YPO1149,
11,0.25703449871696,0.0967766304099626,YPO2157,YPO0918,YPO2161,YPO1541,YPO0254,YPO2288,YPO1109,YPO3142,YPO3358,YPO2533,YPO0439
11,0.257365528867758,0.0849326453666595,YPO2157,YPO0918,YPO2161,YPO1541,YPO0254,YPO2288,YPO1109,YPO0436,YPO3142,YPO3358,YPO2067
11,0.257365528867757,0.0849326453649906,YPO2066,YPO0918,YPO2161,YPO0254,YPO2288,YPO1109,YPO0436,YPO3142,YPO3358,YPO0914,YPO1133
