Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
2,0.205091372783482,4.10141129200849,CLJU_RS11895,CLJU_RS01595,,,,,
2,0.205091372783482,4.10141129200849,CLJU_RS11880,CLJU_RS01595,,,,,
2,0.213870889262155,0.18165131549761,CLJU_RS01155,CLJU_RS01595,,,,,
4,0.215456588990925,0.137513551998151,CLJU_RS11880,CLJU_RS07210,CLJU_RS03475,CLJU_RS18530,,,
4,0.215456588990925,0.137513551998151,CLJU_RS11895,CLJU_RS07210,CLJU_RS03475,CLJU_RS18530,,,
5,0.208934257733299,3.18567822819368,CLJU_RS12245,CLJU_RS20875,CLJU_RS02035,CLJU_RS01595,CLJU_RS05590,,
6,0.209771578320053,0.13388513657172,CLJU_RS05870,CLJU_RS08100,CLJU_RS08095,CLJU_RS11880,CLJU_RS18530,CLJU_RS05590,
6,0.209771578320053,0.13388513657172,CLJU_RS05870,CLJU_RS08100,CLJU_RS08095,CLJU_RS11895,CLJU_RS18530,CLJU_RS05590,
7,0.140109365034485,0.523041429953385,CLJU_RS11895,CLJU_RS00610,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590
7,0.140109365034485,0.523041429953385,CLJU_RS11880,CLJU_RS00965,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590
7,0.140109365034485,0.523041429953385,CLJU_RS11895,CLJU_RS00965,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590
7,0.140109365034485,0.523041429953385,CLJU_RS11880,CLJU_RS00610,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590
