Deletion size,Max growth rate,Min production rate,Deleted genes,,,
1,0.283558381214823,3.65351648131579,YPO1109,,,
1,0.283558381214824,5.10449881032828,YPO1384,,,
2,0.283558381214824,0.931625814456873,YPO2552,YPO2567,,
2,0.283558381214824,0.547236535869363,YPO2552,YPO1133,,
2,0.283558381214823,0.322888307098621,YPO3725,YPO3376,,
2,0.283558381214823,0.322888307098621,YPO3725,YPO1133,,
2,0.283558381214824,0.172042785534265,YPO3520,YPO0921,,
3,0.283558381214824,0.240123985256982,YPO2067,YPO3376,YPO0442,
3,0.283558381214823,1.06583176122428,YPO2066,YPO2552,YPO0920,
3,0.283558381214824,0.295434544096952,YPO3992,YPO2552,YPO2836,
4,0.283558381214825,0.0673994197996073,YPO2066,YPO3992,YPO0920,YPO2567
