Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
4,0.23043551876816,0.557681197974907,YPO0070,YPO1771,YPO1321,YPO2074,,,,
4,0.23043551876816,0.557681197973998,YPO0070,YPO1771,YPO1321,YPO3834,,,,
4,0.230435518768173,0.557681197975134,YPO3080,YPO0070,YPO1771,YPO1321,,,,
4,0.230435518768174,0.557681197976494,YPO0070,YPO1771,YPO1321,YPO3141,,,,
4,0.230435518768174,0.557681197974182,YPO0793,YPO0070,YPO1771,YPO1321,,,,
5,0.230435518768285,0.557681197974814,YPO0181,YPO3080,YPO3011,YPO1771,YPO1321,,,
5,0.230435518768271,0.55768119797414,YPO0181,YPO3011,YPO1771,YPO1321,YPO2074,,,
5,0.230435518768271,0.557681197973295,YPO0181,YPO3011,YPO1771,YPO1321,YPO3141,,,
5,0.230435518768174,0.557681197973106,YPO0793,YPO0181,YPO3011,YPO1771,YPO1321,,,
6,0.0915511682849309,0.61217226733403,YPO3371,YPO0181,YPO1845,YPO1771,YPO1321,YPO3834,,
6,0.0915511682849309,0.61217226733403,YPO3371,YPO0181,YPO1845,YPO1771,YPO1321,YPO2074,,
7,0.0915515779612852,0.613388112586816,YPO0181,YPO1845,YPO1145,YPO3014,YPO1771,YPO1321,YPO3141,
7,0.0915511682851244,0.61217226733525,YPO0181,YPO1845,YPO1145,YPO3014,YPO1771,YPO1321,YPO3834,
7,0.0915515884575415,0.612172330339697,YPO0181,YPO3080,YPO1845,YPO1145,YPO3014,YPO1771,YPO1321,
8,0.0915515780536633,0.613388386527464,YPO3977,YPO0181,YPO1845,YPO1771,YPO1321,YPO3868,YPO3270,YPO3141
