Deletion size,Max growth rate,Min production rate,Deleted genes,,
3,0.0410214508783148,0.386129256156919,TM1415,TM1611,TM0202
3,0.0410214508786058,0.386129256159933,TM1611,TM0202,TM1419
3,0.0410214508786058,0.386129256159933,TM1611,TM0202,TM_1418
