Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
4,0.574434304340685,5.63473011273904,b1852,b2297,b2458,b0721,,,,
4,0.574434304340685,5.63473011273904,b2029,b2297,b2458,b0721,,,,
4,0.574434304340685,5.63473011273904,b0767,b2297,b2458,b0721,,,,
4,0.740678292278014,2.16338731014828,b0474,b2297,b2458,b0721,,,,
4,0.740678292278014,2.16338731014828,b1702,b2297,b2458,b0721,,,,
5,0.404116328926445,6.92901898740571,b2587,b1852,b2463,b1603,b0721,,,
5,0.404116328926445,6.92901898740571,b2587,b3236,b1603,b0767,b0721,,,
5,0.404116328926445,6.92901898740571,b2587,b1852,b3236,b1603,b0721,,,
5,0.404116328926445,6.92901898740571,b2587,b2029,b3236,b1603,b0721,,,
5,0.404116328926445,6.92901898740571,b2587,b2029,b2463,b1603,b0721,,,
5,0.404116328926445,6.92901898740571,b2587,b2463,b1603,b0767,b0721,,,
5,0.574434304340685,5.63473011273904,b1849,b3115,b2296,b2029,b0721,,,
5,0.574434304340685,5.63473011273904,b1849,b3115,b2296,b0767,b0721,,,
5,0.574434304340685,5.63473011273904,b1849,b3115,b2296,b1852,b0721,,,
5,0.655785881627006,4.07950494696558,b1603,b3962,b2297,b2458,b0721,,,
5,0.740678292278014,2.16338731014828,b1849,b3115,b2296,b0474,b0721,,,
5,0.740678292278014,2.16338731014828,b1849,b3115,b2296,b1702,b0721,,,
6,0.404116328926445,6.92901898740571,b2587,b1852,b3236,b1479,b2463,b1603,,
6,0.404116328926445,6.92901898740571,b2587,b2029,b3236,b1479,b2463,b1603,,
6,0.404116328926445,6.92901898740571,b2587,b3236,b1479,b2463,b1603,b0767,,
6,0.574434304340685,5.63473011273904,b2029,b3236,b1479,b2463,b2297,b2458,,
6,0.574434304340685,5.63473011273904,b1852,b3236,b1479,b2463,b2297,b2458,,
6,0.574434304340685,5.63473011273904,b3236,b1479,b2463,b0767,b2297,b2458,,
6,0.574434304340685,5.63473011273904,b1611,b4122,b1612,b0767,b2297,b2458,,
6,0.574434304340685,5.63473011273904,b1611,b4122,b1612,b1852,b2297,b2458,,
6,0.574434304340685,5.63473011273904,b1611,b4122,b1612,b2029,b2297,b2458,,
6,0.740678292278014,2.16338731014828,b1611,b4122,b1612,b1702,b2297,b2458,,
6,0.655785881627006,4.07950494696558,b1849,b3115,b2296,b1603,b3962,b0721,,
6,0.740678292278014,2.16338731014828,b0474,b1611,b4122,b1612,b2297,b2458,,
7,0.404116328926445,6.92901898740571,b2587,b1611,b4122,b1612,b2029,b2463,b1603,
7,0.404116328926445,6.92901898740572,b2587,b1611,b4122,b1612,b1852,b3236,b1603,
7,0.404116328926445,6.92901898740572,b2587,b1611,b4122,b1612,b2029,b3236,b1603,
7,0.404116328926445,6.92901898740572,b2587,b1611,b4122,b1612,b3236,b1603,b0767,
7,0.404116328926445,6.92901898740571,b2587,b1611,b4122,b1612,b1852,b2463,b1603,
7,0.404116328926445,6.92901898740571,b2587,b1611,b4122,b1612,b2463,b1603,b0767,
7,0.574434304340685,5.63473011273904,b1849,b3115,b2296,b1611,b4122,b1612,b2029,
7,0.574434304340685,5.63473011273904,b1849,b3115,b2296,b1611,b4122,b1612,b1852,
7,0.574434304340685,5.63473011273904,b1849,b3115,b2296,b3236,b1479,b2463,b0767,
7,0.740678292278014,2.16338731014828,b1849,b3115,b2296,b0474,b1611,b4122,b1612,
7,0.740678292278014,2.16338731014828,b1849,b3115,b2296,b1611,b4122,b1612,b1702,
7,0.574434304340685,5.63473011273904,b1849,b3115,b2296,b2029,b3236,b1479,b2463,
7,0.574434304340685,5.63473011273904,b1849,b3115,b2296,b1852,b3236,b1479,b2463,
7,0.621893504171884,4.78416920447094,b3236,b1479,b2463,b1603,b3962,b2297,b2458,
7,0.574434304340685,5.63473011273904,b1849,b3115,b2296,b1611,b4122,b1612,b0767,
7,0.655785881627006,4.07950494696558,b1611,b4122,b1612,b1603,b3962,b2297,b2458,
8,0.655785881627006,4.07950494696558,b1849,b3115,b2296,b1611,b4122,b1612,b1603,b3962
8,0.621893504171884,4.78416920447094,b1849,b3115,b2296,b3236,b1479,b2463,b1603,b3962
