Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.276455990460039,0.330279206113809,YLR027C,YHR208W,YGR244C,
3,0.276455990460046,0.33027920599428,YLR027C,YDR148C,YHR208W,
4,0.276431255663141,0.330249661551267,YLR027C,YHR208W,YKL148C,YDR178W
