Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.189251434442562,0.0374423470545538,STM1749,STM2463,STM2285,STM3526,STM0322,STM1290,STM0169,STM0861,STM4570,STM4326,STM2947,STM3709,STM1620,STM0370,STM1448,STM1326,STM4062,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM3708,,,,,,,,,,,,,,,,,,,,
25,0.189266147653646,0.0374365354547902,STM1749,STM2463,STM2285,STM3526,STM4326,STM0321,STM2947,STM3709,STM1620,STM3542,STM4485,STM0370,STM1448,STM1326,STM4062,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM3708,,,,,,,,,,,,,,,,,,,,
25,0.26475601649874,0.0114539220882951,STM3646,STM2285,STM3526,STM3091,STM4326,STM2952,STM3709,STM1135,STM3542,STM4485,STM1448,STM1326,STM4062,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM0977,STM1124,STM3708,,,,,,,,,,,,,,,,,,,,
25,0.189660267145974,0.0374196372702508,STM3646,STM0158,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM0169,STM0861,STM4326,STM2947,STM3709,STM3068,STM2141,STM1135,STM1448,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM3708,,,,,,,,,,,,,,,,,,,,
26,0.189775325046792,0.0372354145321308,STM1463,STM1749,STM2463,STM2285,STM3526,STM1290,STM4326,STM2947,STM3709,STM3068,STM2141,STM1620,STM3542,STM4485,STM0368,STM1448,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM3248,STM0519,STM1124,STM3708,,,,,,,,,,,,,,,,,,,
26,0.189775325046789,0.037235414532608,STM0158,STM1463,STM4482,STM1749,STM2463,STM2285,STM3526,STM3512,STM3541,STM4326,STM2947,STM3709,STM3068,STM2141,STM1620,STM1448,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM1124,STM3708,,,,,,,,,,,,,,,,,,,
26,0.189195570071396,0.0295275504189073,STM3646,STM0158,STM1749,STM2463,STM2285,STM3526,STM0169,STM0861,STM4326,STM2952,STM0321,STM2947,STM3709,STM3068,STM2141,STM1135,STM1448,STM3062,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM3708,,,,,,,,,,,,,,,,,,,
26,0.189195570071394,0.0295275504186486,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM4326,STM2952,STM2947,STM3709,STM3068,STM2141,STM1135,STM3542,STM4485,STM0369,STM1448,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM3708,,,,,,,,,,,,,,,,,,,
27,0.189310064673328,0.0293390033104875,STM1463,STM4482,STM1749,STM2463,STM2285,STM3526,STM3512,STM3541,STM4326,STM2952,STM2947,STM3709,STM3068,STM2141,STM1620,STM0370,STM1448,STM3062,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM1124,STM3708,,,,,,,,,,,,,,,,,,
31,0.189266147653647,0.0374365354547522,STM3646,STM0158,STM1749,STM2463,STM2285,STM3526,STM0169,STM0861,STM4326,STM1511,STM0321,STM2947,STM3709,STM1135,STM4183,STM1326,STM4062,STM4408,STM1291,STM3069,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM3248,STM0519,STM0402,STM0608,STM1341,,,,,,,,,,,,,,
32,0.189266147653642,0.0374365354545049,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM0169,STM0861,STM4326,STM1511,STM2947,STM3709,STM3068,STM2141,STM1620,STM3597,STM4408,STM1291,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM3248,STM0519,STM3241,STM0973,STM2041,STM0402,STM0608,,,,,,,,,,,,,
33,0.0694694560734475,0.0285939708700191,STM3646,STM1749,STM2463,STM2285,STM3526,STM0322,STM1290,STM4567,STM4326,STM1884,STM2947,STM3709,STM1135,STM0491,STM0369,STM1448,STM1326,STM4062,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,,,
34,0.069287458174342,0.0286584047216817,STM1749,STM2463,STM2285,STM3526,STM0322,STM4567,STM4326,STM1885,STM2947,STM3709,STM3068,STM2141,STM1620,STM0491,STM0368,STM1448,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,,
34,0.0694646249760659,0.0286011826410608,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM4567,STM4326,STM1511,STM1884,STM2952,STM0321,STM2947,STM3709,STM3068,STM2141,STM1135,STM0369,STM1448,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,,
34,0.0696346289631663,0.0285433253849682,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM1290,STM4326,STM1511,STM1884,STM0517,STM2947,STM3709,STM3068,STM2141,STM1135,STM4183,STM0370,STM1448,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,,
34,0.0698184579100568,0.0284759464134754,STM3646,STM2927,STM1749,STM2463,STM2285,STM3526,STM4567,STM4570,STM4326,STM1511,STM1885,STM2947,STM3709,STM3068,STM2141,STM1135,STM0369,STM1448,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,,
34,0.278476314889007,0.00185135155985681,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM2952,STM2947,STM3709,STM1620,STM0370,STM0974,STM1448,STM1326,STM4062,STM0518,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM0977,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,,
34,0.27866391274025,0.00183297197621573,STM3646,STM2927,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM2952,STM2947,STM3709,STM3068,STM2141,STM1135,STM4183,STM0370,STM0974,STM1448,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM4578,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,,
35,0.0692874581743417,0.0286583948233877,STM3646,STM2927,STM1749,STM2463,STM2285,STM3526,STM0322,STM4326,STM1884,STM2947,STM3709,STM3068,STM2141,STM1135,STM4183,STM0370,STM1448,STM3069,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,
35,0.0696346280343705,0.0285409859164693,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM1884,STM2952,STM2947,STM3709,STM3068,STM2141,STM1620,STM0370,STM1448,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM4578,STM2338,STM2466,STM3248,STM0519,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,
35,0.022437179585217,0.0141649815967162,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM3091,STM1290,STM4326,STM1511,STM1885,STM2947,STM3709,STM1620,STM0370,STM1448,STM1326,STM4062,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM3063,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,
35,0.0224371794879204,0.0141649795509035,STM0158,STM1463,STM1749,STM2463,STM2285,STM3526,STM3091,STM1290,STM4326,STM1511,STM1884,STM0321,STM2947,STM3709,STM1620,STM1448,STM1326,STM4062,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM3063,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,
35,0.0225185183160892,0.0140234988359925,STM1463,STM1749,STM2463,STM2285,STM3526,STM3091,STM1290,STM4326,STM1884,STM2947,STM3709,STM3068,STM2141,STM1620,STM0370,STM1448,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM1124,STM3063,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,
35,0.27866391274025,0.00183297197622167,STM3646,STM2927,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM2952,STM2947,STM3709,STM1135,STM1570,STM4036,STM4183,STM0369,STM1448,STM1326,STM4062,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM4578,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,,,,
