Deletion size,Max growth rate,Min production rate,Deleted genes,
1,0.21641710527471,0.0381391864625031,TM1662,
1,0.216417069353587,0.0381391801321667,TM0913,
1,0.216417069353643,0.0381391801323305,TM1744,
1,0.216417069353532,0.0381391801321406,TM0167,
1,0.21641710527471,0.0381391864624942,TM1559,
2,0.21641710527471,0.0381391864624961,TM0936,TM1384
2,0.216417069353587,0.0381391801321338,TM1737,TM1596
2,0.216417105274766,0.0381391864625025,TM1384,TM0206
