Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.349802846846419,0.0479824065082482,PHATRDRAFT_36821,PHATRDRAFT_48078,,,
2,0.34980284684642,0.0479824065082483,PHATRDRAFT_36821,PHATRDRAFT_20310,,,
2,0.349802846846366,0.0479824065081366,PHATRDRAFT_36821,PHATRDRAFT_23913,,,
2,0.349802846846365,0.0479824065082408,PHATRDRAFT_36821,PHATRDRAFT_42245,,,
2,0.353144630223166,0.0316269308851959,PHATRDRAFT_10454,PHATRDRAFT_48078,,,
2,0.353144630223076,0.0316269308851879,PHATRDRAFT_10454,PHATRDRAFT_859,,,
2,0.353144630223118,0.0316269308851916,PHATRDRAFT_10454,PHATRDRAFT_42245,,,
2,0.353144630223021,0.0316269308850928,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.353144630223076,0.0316269308851879,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
2,0.353355100581966,0.0305968393326024,PHATRDRAFT_26290,PHATRDRAFT_36821,,,
2,0.35335510058207,0.0305968393326166,PHATRDRAFT_30145,PHATRDRAFT_36821,,,
2,0.355550275799439,0.0198531343378785,PHATRDRAFT_30145,PHATRDRAFT_10454,,,
2,0.355550275799494,0.0198531343378817,PHATRDRAFT_26290,PHATRDRAFT_10454,,,
3,0.348678481412295,0.0534853159957048,PHATRDRAFT_10454,PHATRDRAFT_36821,PHATRDRAFT_43469,,
3,0.353144630223087,0.0316269308851069,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,
3,0.354677514275579,0.0241246349764216,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_43469,,
4,0.34780995431597,0.0577360923482195,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,PHATRDRAFT_10693,
4,0.355153025441135,0.0217973712369873,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_859,PHATRDRAFT_10693,
4,0.355153025441232,0.0217973712369933,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,
4,0.356974790405864,0.0128812240449849,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,
4,0.349556979902288,0.0491857372921809,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,
5,0.347809954315767,0.0577360923481858,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_25932,PHATRDRAFT_11014,PHATRDRAFT_10693
5,0.355153025441271,0.0217973712369957,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_20310,PHATRDRAFT_31367,PHATRDRAFT_10693
