Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.314016270583926,0.0247922607679385,PHATRDRAFT_draft521,PHATRDRAFT_31544,,
3,0.314016270584257,0.024792260768379,PHATRDRAFT_draft521,PHATRDRAFT_38085,PHATRDRAFT_31436,
3,0.314016270583995,0.0247922607678461,PHATRDRAFT_draft521,PHATRDRAFT_23913,PHATRDRAFT_38946,
3,0.314016270584257,0.024792260768379,PHATRDRAFT_draft521,PHATRDRAFT_22803,PHATRDRAFT_38946,
3,0.314016270583894,0.0247922607678826,PHATRDRAFT_draft521,PHATRDRAFT_54478,PHATRDRAFT_35691,
3,0.314016270583927,0.0247922607680073,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_21970,
3,0.314016270584257,0.024792260768379,PHATRDRAFT_draft521,PHATRDRAFT_11319,PHATRDRAFT_20318,
3,0.314016270583926,0.024792260767799,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_28181,
3,0.314016270583813,0.0247922607679393,PHATRDRAFT_draft521,PHATRDRAFT_12331,PHATRDRAFT_35580,
3,0.314016270584257,0.024792260768379,PHATRDRAFT_draft521,PHATRDRAFT_55069,PHATRDRAFT_35691,
3,0.31401627058392,0.0247922607679857,PHATRDRAFT_draft521,PHATRDRAFT_22803,PHATRDRAFT_12331,
3,0.314016270583995,0.0247922607678461,PHATRDRAFT_draft521,PHATRDRAFT_23913,PHATRDRAFT_5423,
4,0.314016270583928,0.0247922607679234,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_12331,PHATRDRAFT_21970
4,0.31401627058392,0.0247922607677217,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_38946,PHATRDRAFT_21970
4,0.314016270583926,0.024792260767994,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_12331,PHATRDRAFT_21970
4,0.314016270583928,0.0247922607679505,PHATRDRAFT_54015,PHATRDRAFT_54478,PHATRDRAFT_38946,PHATRDRAFT_21970
4,0.314016270583928,0.0247922607679505,PHATRDRAFT_54015,PHATRDRAFT_54478,PHATRDRAFT_35691,PHATRDRAFT_21970
4,0.314016270583884,0.0247922607679461,PHATRDRAFT_54015,PHATRDRAFT_47293,PHATRDRAFT_21970,PHATRDRAFT_42245
4,0.314016270583808,0.0247922607679934,PHATRDRAFT_54015,PHATRDRAFT_41969,PHATRDRAFT_35691,PHATRDRAFT_21970
4,0.314016270583808,0.0247922607679934,PHATRDRAFT_54015,PHATRDRAFT_11319,PHATRDRAFT_21970,YP_874486_AT1
4,0.314016270583924,0.0247922607678931,PHATRDRAFT_54015,PHATRDRAFT_47293,PHATRDRAFT_21970,PHATRDRAFT_35580
