Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.0222810188019267,0.0301527533280137,STM3646,STM1749,STM2463,STM2285,STM3526,STM1290,STM4326,STM1511,STM1884,STM0321,STM2947,STM3709,STM1135,STM4183,STM0491,STM0370,STM1448,STM1326,STM4062,STM2403,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM3661,STM1933,STM3063,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,
38,0.022282207616792,0.0301484524998823,STM3646,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM3091,STM4326,STM1511,STM1884,STM2952,STM0321,STM0517,STM2947,STM3709,STM3068,STM2141,STM1135,STM4183,STM0370,STM1448,STM3062,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM3063,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,
38,0.022362224178362,0.0298613927895879,STM0158,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM1884,STM2952,STM2947,STM3709,STM3068,STM2141,STM1620,STM1448,STM2403,STM3062,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM3661,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,
38,0.0223645594151301,0.0298492357325604,STM3646,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM3091,STM1290,STM4326,STM1511,STM1885,STM2947,STM3709,STM1135,STM4183,STM0369,STM1448,STM1326,STM4062,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,
38,0.0224052357321363,0.0297027896646955,STM3646,STM0158,STM1749,STM2463,STM2285,STM3526,STM3091,STM1290,STM4326,STM1511,STM1884,STM2947,STM3709,STM1135,STM0491,STM3597,STM1326,STM4062,STM4408,STM1291,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,,,,,
38,0.0820559529937326,0.00805855710189416,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM2952,STM2947,STM3709,STM3068,STM2141,STM1135,STM3542,STM4485,STM4183,STM0974,STM1448,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM1933,STM1124,STM3063,STM4467,STM3802,STM2196,STM3240,STM2041,STM3708,STM2971,STM1826,,,,,
38,0.277128589098594,0.0050948004014925,STM3646,STM1463,STM1749,STM2463,STM2122,STM2285,STM3526,STM4570,STM4326,STM1511,STM2952,STM0321,STM2947,STM3068,STM2141,STM1135,STM4183,STM0368,STM0974,STM4408,STM3062,STM1291,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,,,,
38,0.276990359432992,0.00503241431926988,STM3646,STM2927,STM1749,STM2463,STM4108,STM2285,STM3526,STM0322,STM1290,STM4570,STM4326,STM1511,STM0517,STM2947,STM3709,STM1135,STM1570,STM4036,STM4183,STM1448,STM1326,STM4062,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3968,STM3241,STM0973,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,
38,0.278624206113848,0.00387689671218375,STM3646,STM0158,STM1749,STM2463,STM2285,STM3526,STM4567,STM4326,STM1511,STM2952,STM2947,STM1135,STM1570,STM4036,STM4183,STM0491,STM3597,STM1326,STM4062,STM4408,STM1291,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,,,
38,0.0222838807130413,0.0301460506208208,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM4326,STM1511,STM1885,STM2952,STM2947,STM3709,STM1135,STM4183,STM0368,STM1448,STM1326,STM4062,STM2403,STM0393,STM3062,STM3069,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM3063,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,
38,0.0144776043345204,0.0532985672408129,STM2927,STM1749,STM2463,STM2285,STM3526,STM0322,STM3091,STM1290,STM4570,STM4326,STM1884,STM2947,STM3709,STM1620,STM0974,STM1448,STM1326,STM4062,STM0518,STM4184,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM2041,STM3708,STM2971,STM1826,,,,,
39,0.0141718417445461,0.0596287153750118,STM3646,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM1885,STM2952,STM2947,STM3709,STM3068,STM2141,STM1135,STM1570,STM4036,STM4183,STM0491,STM0370,STM1448,STM2403,STM3062,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3661,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,
39,0.0610181443462594,0.0552963322997908,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM4567,STM4326,STM1511,STM1884,STM2947,STM3709,STM3068,STM2141,STM1620,STM0974,STM1448,STM0772,STM4585,STM3704,STM4184,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM3248,STM0519,STM4467,STM2196,STM3240,STM2041,STM3708,STM2971,STM1826,,,,
39,0.0222794759103665,0.0301634163187396,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM1885,STM0321,STM2947,STM1620,STM0368,STM1326,STM4062,STM2403,STM4408,STM1291,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3661,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,,,
39,0.0222798898725051,0.0301605616199977,STM3646,STM0158,STM1463,STM1749,STM2463,STM2285,STM3526,STM3091,STM4326,STM1885,STM0321,STM0517,STM2947,STM3709,STM3068,STM2141,STM1135,STM4183,STM1448,STM0772,STM4585,STM3704,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,
39,0.0222817935844887,0.0301513086532823,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM0322,STM3091,STM4326,STM1884,STM2947,STM1620,STM0368,STM3597,STM1326,STM4062,STM4408,STM1291,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,,
39,0.0222817936842599,0.0301513056378549,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM3091,STM4326,STM1885,STM0321,STM2947,STM3068,STM2141,STM1620,STM0369,STM4408,STM1291,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,,,
39,0.0223225847747119,0.0300030958674175,STM3646,STM1749,STM2463,STM2285,STM3526,STM1290,STM4326,STM1511,STM1885,STM0321,STM2947,STM3709,STM1135,STM0491,STM0369,STM1326,STM4062,STM2403,STM4408,STM1291,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3661,STM1933,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,STM1341,,,,
39,0.0223225846144881,0.0300030865283906,STM3646,STM1749,STM2463,STM2285,STM3526,STM0322,STM1290,STM4326,STM1884,STM2947,STM3068,STM2141,STM1135,STM0491,STM0369,STM3597,STM2403,STM4408,STM1291,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3661,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,,
39,0.0223629445904585,0.0298564405200077,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM1884,STM2947,STM3068,STM2141,STM1620,STM0491,STM0370,STM2403,STM4408,STM1291,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3661,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,,,
39,0.0224040941261776,0.0297106523750821,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM1884,STM2947,STM1135,STM0369,STM3597,STM1326,STM4062,STM2403,STM0393,STM4408,STM1291,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,,
39,0.0224052357113874,0.029702788460124,STM3646,STM1749,STM2463,STM2285,STM3526,STM1290,STM4326,STM1511,STM1885,STM2947,STM3709,STM1135,STM0491,STM0370,STM1326,STM4062,STM2403,STM0393,STM4408,STM1291,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,STM1341,,,,
39,0.0820252332394925,0.00770721676587184,STM3646,STM1463,STM4482,STM1749,STM2463,STM2285,STM3526,STM1290,STM3512,STM3541,STM4326,STM0517,STM2947,STM3709,STM3068,STM2141,STM1135,STM4183,STM0974,STM1448,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM1124,STM3063,STM4467,STM3802,STM2196,STM3240,STM2041,STM3708,STM2971,STM1826,,,,
40,0.0674734582232945,0.0736512282413582,STM3646,STM0158,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM3091,STM1290,STM4326,STM1511,STM0517,STM2947,STM1135,STM3542,STM4485,STM4183,STM3597,STM1326,STM4062,STM4408,STM1291,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,
40,0.0688471368666774,0.0602054654399394,STM3646,STM0158,STM1463,STM1749,STM2463,STM2285,STM3526,STM1290,STM4326,STM1885,STM0321,STM2947,STM0525,STM3247,STM2959,STM2492,STM1135,STM4183,STM3597,STM1326,STM4062,STM4408,STM1291,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM4467,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,
40,0.0222794759103669,0.0301634163186956,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM1290,STM4326,STM1884,STM2947,STM3068,STM2141,STM1620,STM0369,STM2403,STM4408,STM1291,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM3661,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,,
40,0.0222806051273471,0.0301556364026657,STM1749,STM2463,STM2285,STM3526,STM0322,STM4326,STM1511,STM1884,STM2952,STM2947,STM3709,STM1620,STM0491,STM0370,STM1326,STM4062,STM2403,STM4408,STM3062,STM1291,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3661,STM1933,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,STM1341,,,
40,0.022323777869135,0.0299987608168412,STM3646,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM4326,STM1511,STM1884,STM0321,STM2947,STM3709,STM3068,STM2141,STM1135,STM0368,STM2403,STM0393,STM4408,STM1291,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,STM1341,,,
40,0.0223618072475167,0.0298642781033629,STM1463,STM1749,STM2463,STM2285,STM3526,STM1290,STM4326,STM1511,STM1884,STM2947,STM3709,STM1620,STM0370,STM3597,STM1326,STM4062,STM2403,STM4408,STM1291,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM3661,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,,,
40,0.0223641421800961,0.0298521000702265,STM0158,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM1290,STM4326,STM1511,STM1885,STM2947,STM3068,STM2141,STM1620,STM2403,STM4408,STM1291,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3661,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,,
40,0.0223618074542448,0.0298642901303004,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM1885,STM2952,STM2947,STM3709,STM1620,STM0370,STM3597,STM1326,STM4062,STM2403,STM4408,STM1291,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM0977,STM3661,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,,,
40,0.0222806049734244,0.0301556185717751,STM3646,STM1749,STM2463,STM2285,STM3526,STM0322,STM1290,STM4326,STM1885,STM0517,STM2947,STM3068,STM2141,STM1135,STM4183,STM0491,STM0369,STM2403,STM4408,STM1291,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3661,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,,
41,0.0674767240661415,0.0736274639992129,STM4482,STM1749,STM2463,STM2285,STM3526,STM0322,STM3091,STM3512,STM3541,STM4326,STM2952,STM2947,STM3068,STM2141,STM1620,STM0491,STM0368,STM4408,STM3062,STM1291,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,
41,0.0141189287700766,0.059820896971842,STM3646,STM1749,STM2463,STM4108,STM2285,STM3526,STM4326,STM1884,STM2952,STM0321,STM2947,STM3709,STM3068,STM2141,STM1135,STM1570,STM4036,STM4183,STM0491,STM1448,STM2403,STM0393,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM3241,STM0973,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,
41,0.0141715784167886,0.0596297287757735,STM3646,STM0158,STM1749,STM2463,STM2285,STM3526,STM3091,STM4326,STM1511,STM1884,STM2952,STM2947,STM3709,STM1135,STM1570,STM4036,STM4183,STM0491,STM1326,STM4062,STM4408,STM1291,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,STM1341,,
41,0.014477315988941,0.0532977489230147,STM1463,STM1749,STM2463,STM4108,STM2285,STM3526,STM0322,STM3091,STM1290,STM4326,STM1884,STM2947,STM3068,STM2141,STM1620,STM3597,STM0974,STM4408,STM1291,STM4184,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,
41,0.0144829417106342,0.0532855951859165,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM0322,STM3091,STM4326,STM1511,STM1884,STM2952,STM2947,STM1135,STM4183,STM3597,STM0974,STM1326,STM4062,STM4408,STM1291,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM0977,STM1933,STM3063,STM4467,STM2196,STM3240,STM2041,STM0402,STM0608,STM3708,STM2971,STM1826,,
41,0.0145616477863691,0.0530262439772041,STM3646,STM1749,STM2463,STM4108,STM2285,STM3526,STM1290,STM4326,STM1511,STM1884,STM2947,STM3709,STM3068,STM2141,STM1135,STM0491,STM3597,STM0974,STM2403,STM0393,STM4408,STM1291,STM4184,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,,
42,0.0677081369728949,0.0727480595679491,STM0158,STM2927,STM1749,STM2463,STM2285,STM3526,STM1290,STM4570,STM4326,STM1511,STM2947,STM3068,STM2141,STM1620,STM3542,STM4485,STM2403,STM4408,STM1291,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM3661,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,
42,0.0223225846144881,0.0300030865285154,STM3646,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM1884,STM0321,STM2947,STM3068,STM2141,STM1135,STM0491,STM0369,STM3597,STM2403,STM4408,STM1291,STM0772,STM4585,STM3704,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM3661,STM1933,STM3063,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,
42,0.0223618071671228,0.0298642734260472,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM1885,STM2947,STM3068,STM2141,STM1620,STM0369,STM2403,STM0393,STM4408,STM1291,STM0772,STM4585,STM3704,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM0977,STM1933,STM1124,STM3063,STM4467,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,
42,0.0222794760642735,0.030163425307877,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM1885,STM0321,STM0517,STM2947,STM3068,STM2141,STM1135,STM4183,STM3597,STM2403,STM4408,STM1291,STM3069,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3241,STM0973,STM3661,STM1933,STM3063,STM4467,STM3802,STM2196,STM3240,STM2041,STM0402,STM0608,STM3708,STM2971,STM1826,
43,0.0796184353163238,0.0269045281649821,STM1463,STM4482,STM1749,STM2463,STM2285,STM3526,STM3512,STM3541,STM4326,STM1511,STM2947,STM3709,STM3068,STM2141,STM1570,STM1620,STM4036,STM1448,STM3062,STM0772,STM4585,STM3704,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3241,STM0973,STM1933,STM1124,STM3063,STM4467,STM2196,STM3240,STM2051,STM3708,STM2971,STM1826
