Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
1,0.0463781907068362,0.168555205143184,Rv1311,,,,,,,,,,,
2,0.0512082180544634,0.415877124812469,Rv1098c,Rv0694,,,,,,,,,,
2,0.0512082180683414,0.415877153258203,Rv1902c,Rv1098c,,,,,,,,,,
3,0.0482415481572711,0.143758878648467,Rv1902c,Rv0211,Rv1837c,,,,,,,,,
3,0.048241548427888,0.14375914532422,Rv0211,Rv1837c,Rv0694,,,,,,,,,
3,0.051208218068341,0.415877106988872,Rv1902c,Rv1240,Rv1837c,,,,,,,,,
3,0.0511804217088215,0.420536752667252,Rv1188,Rv0694,Rv3150,,,,,,,,,
3,0.051208218068341,0.415877154847592,Rv1240,Rv1837c,Rv0694,,,,,,,,,
4,0.0501811544101957,0.00285473765999634,Rv0118c,Rv0211,Rv1837c,Rv0409,,,,,,,,
4,0.0501811544101957,0.00285473765999634,Rv0408,Rv0118c,Rv0211,Rv1837c,,,,,,,,
4,0.051180421708822,0.420536585706738,Rv1902c,Rv1188,Rv1872c,Rv3150,,,,,,,,
4,0.0420880406472747,1.06212511471888,Rv3777,Rv1188,Rv1872c,Rv3150,,,,,,,,
4,0.0420880406472747,1.06212511471888,Rv1188,Rv2194,Rv1872c,Rv3150,,,,,,,,
4,0.0420880406472747,1.06212501979661,Rv1188,Rv2200c,Rv1872c,Rv3150,,,,,,,,
5,0.0505284862054007,0.0028745099853379,Rv0118c,Rv1837c,Rv3339c,Rv0066c,Rv0409,,,,,,,
5,0.0505284862054007,0.00287450602955159,Rv0408,Rv0118c,Rv1837c,Rv3339c,Rv0066c,,,,,,,
5,0.0511804217088217,0.420536594392866,Rv3319,Rv0247c,Rv0248c,Rv1902c,Rv1188,,,,,,,
5,0.0511804217088218,0.420536630986779,Rv3319,Rv0247c,Rv0248c,Rv1188,Rv0694,,,,,,,
7,0.0505284862192786,0.00287447695814878,Rv2332,Rv1240,Rv0408,Rv1098c,Rv0118c,Rv3339c,Rv0066c,,,,,
7,0.0505284862192786,0.00287447695814878,Rv2332,Rv1240,Rv1098c,Rv0118c,Rv3339c,Rv0066c,Rv0409,,,,,
9,0.0505014226983682,0.0028729853283199,Rv2332,Rv1240,Rv1188,Rv0118c,Rv1872c,Rv3150,Rv3339c,Rv0066c,Rv0409,,,
9,0.0505014226983682,0.0028729853283199,Rv2332,Rv1240,Rv0408,Rv1188,Rv0118c,Rv1872c,Rv3150,Rv3339c,Rv0066c,,,
10,0.0505014226844903,0.00287297367293949,Rv3319,Rv0247c,Rv0248c,Rv2332,Rv1240,Rv0408,Rv1188,Rv0118c,Rv3339c,Rv0066c,,
10,0.0505014226844903,0.00287297367293949,Rv3319,Rv0247c,Rv0248c,Rv2332,Rv1240,Rv1188,Rv0118c,Rv3339c,Rv0066c,Rv0409,,
11,0.0387588840411984,0.0253744028093009,Rv0951,Rv3777,Rv2332,Rv0408,Rv1188,Rv0118c,Rv0211,Rv1872c,Rv1311,Rv3150,Rv3601c,
11,0.0387588840411984,0.0253744028093009,Rv0951,Rv3777,Rv2332,Rv1188,Rv0118c,Rv0211,Rv1872c,Rv1311,Rv3150,Rv3601c,Rv0409,
12,0.0146483359863789,0.0095897988824935,Rv0951,Rv1236,Rv3777,Rv2332,Rv1188,Rv0118c,Rv0211,Rv0694,Rv1311,Rv3150,Rv3601c,Rv0409
12,0.0146483359863789,0.0095897988824935,Rv0951,Rv1236,Rv2332,Rv1188,Rv0118c,Rv0211,Rv2200c,Rv0694,Rv1311,Rv3150,Rv3601c,Rv0409
12,0.0154535847173592,0.0101170680452201,Rv0951,Rv3010c,Rv3777,Rv2332,Rv1188,Rv0118c,Rv0211,Rv0694,Rv0522,Rv1311,Rv3150,Rv0409
