Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,
4,0.0378119200878904,0.593350036593933,Rv3356c,Rv2332,Rv0211,Rv1475c,,,,,,,,,,,,,,,,,
5,0.0208765720073275,0.0727243118171608,Rv3356c,Rv0753c,Rv1236,Rv2332,Rv0211,,,,,,,,,,,,,,,,
5,0.0480401057276354,0.362664418141098,Rv1826,Rv2332,Rv2211c,Rv0211,Rv1475c,,,,,,,,,,,,,,,,
5,0.0480401056998788,0.362664561113019,Rv3303c,Rv1826,Rv2332,Rv0211,Rv1475c,,,,,,,,,,,,,,,,
5,0.0480401056998788,0.362664561113019,Rv1826,Rv2332,Rv1832,Rv0211,Rv1475c,,,,,,,,,,,,,,,,
6,0.0220040115220021,0.0231525680697129,Rv1448c,Rv3010c,Rv3356c,Rv0753c,Rv2332,Rv0211,,,,,,,,,,,,,,,
6,0.0484428857286836,0.0559070021893257,Rv2476c,Rv0753c,Rv2332,Rv0211,Rv2920c,Rv1475c,,,,,,,,,,,,,,,
6,0.0219466573298628,0.0409663413877335,Rv1445c,Rv3010c,Rv3356c,Rv0753c,Rv2332,Rv0211,,,,,,,,,,,,,,,
6,0.0239320634036232,0.0975875375973732,Rv1236,Rv2332,Rv0211,Rv0084,Rv2899c,Rv1475c,,,,,,,,,,,,,,,
6,0.0477193323233339,0.232422012388931,Rv0753c,Rv2332,Rv0211,Rv0084,Rv2899c,Rv1475c,,,,,,,,,,,,,,,
6,0.0421049555667446,0.0855395158089151,Rv3356c,Rv2332,Rv0118c,Rv0211,Rv3339c,Rv0066c,,,,,,,,,,,,,,,
6,0.0244054200145842,0.113452060287971,Rv2476c,Rv1236,Rv2332,Rv0211,Rv2920c,Rv1475c,,,,,,,,,,,,,,,
7,0.048558375408526,0.0817154076348249,Rv0753c,Rv2332,Rv0211,Rv3339c,Rv0066c,Rv0084,Rv2899c,,,,,,,,,,,,,,
7,0.0219466573298628,0.0409663413877335,Rv3010c,Rv3356c,Rv0753c,Rv2332,Rv1121,Rv1447c,Rv0211,,,,,,,,,,,,,,
7,0.0378119200878904,0.593350036593933,Rv3356c,Rv2332,Rv0211,Rv1915,Rv0467,Rv3339c,Rv0066c,,,,,,,,,,,,,,
