Deletion size,Max growth rate,Min production rate,Deleted genes,,,
1,0.338472156714474,0.0517187375307722,Phatr3_EG02584,,,
2,0.348367223628417,0.0275043424824049,PHATRDRAFT_draft521,PHATRDRAFT_31544,,
2,0.348367223628417,0.0275043424824162,PHATRDRAFT_26432,PHATRDRAFT_31544,,
3,0.348367223628424,0.0275043424822911,PHATRDRAFT_26432,PHATRDRAFT_12331,PHATRDRAFT_51970,
3,0.348367223628421,0.0275043424824197,PHATRDRAFT_26432,PHATRDRAFT_22803,PHATRDRAFT_38085,
3,0.348367223628419,0.027504342482473,PHATRDRAFT_draft521,PHATRDRAFT_55069,PHATRDRAFT_20318,
3,0.348367223628421,0.0275043424824197,PHATRDRAFT_26432,PHATRDRAFT_19979,YP_874486_AT1,
3,0.348367223628422,0.0275043424824316,PHATRDRAFT_26432,PHATRDRAFT_35691,PHATRDRAFT_42245,
3,0.348367223628417,0.0275043424823593,PHATRDRAFT_26432,PHATRDRAFT_5423,PHATRDRAFT_35580,
3,0.348367223628419,0.0275043424824162,PHATRDRAFT_draft521,PHATRDRAFT_38085,PHATRDRAFT_35580,
3,0.348367223628419,0.027504342482473,PHATRDRAFT_draft521,PHATRDRAFT_17720,PHATRDRAFT_5423,
3,0.348367223628421,0.0275043424824197,PHATRDRAFT_26432,PHATRDRAFT_38946,PHATRDRAFT_23723,
3,0.348367223628421,0.0275043424824197,PHATRDRAFT_26432,PHATRDRAFT_11319,PHATRDRAFT_38946,
3,0.348367223628419,0.027504342482473,PHATRDRAFT_draft521,PHATRDRAFT_19979,PHATRDRAFT_5423,
3,0.348367223628421,0.0275043424823593,PHATRDRAFT_26432,PHATRDRAFT_20310,PHATRDRAFT_20318,
3,0.348367223628419,0.027504342482473,PHATRDRAFT_draft521,PHATRDRAFT_22803,PHATRDRAFT_38085,
3,0.348367223628422,0.0275043424823807,PHATRDRAFT_draft521,PHATRDRAFT_38946,PHATRDRAFT_51970,
3,0.348367223628364,0.0275043424823832,PHATRDRAFT_draft521,PHATRDRAFT_23913,YP_874486_AT1,
3,0.348367223628425,0.0275043424824056,PHATRDRAFT_26432,PHATRDRAFT_47293,PHATRDRAFT_51970,
3,0.348367223628364,0.0275043424823832,PHATRDRAFT_draft521,PHATRDRAFT_23913,PHATRDRAFT_38946,
4,0.348367223628421,0.0275043424824764,PHATRDRAFT_54015,PHATRDRAFT_21970,PHATRDRAFT_35580,YP_874486_AT1
4,0.348367223628422,0.0275043424824162,PHATRDRAFT_54015,PHATRDRAFT_22803,PHATRDRAFT_38085,PHATRDRAFT_28181
4,0.348367223628422,0.0275043424824162,PHATRDRAFT_54015,PHATRDRAFT_5423,PHATRDRAFT_31436,PHATRDRAFT_28181
4,0.348367223628422,0.0275043424824162,PHATRDRAFT_54015,PHATRDRAFT_19979,PHATRDRAFT_47293,PHATRDRAFT_28181
