Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
3,0.268470172580298,0.320738623733632,YLR027C,YHR208W,YGR244C,,,,
4,0.26791316511648,0.320073188282549,YLR027C,YHR208W,YKL141W,YDR178W,,,
7,0.267882343338986,0.00139031687615829,YPL061W,YLR027C,YOL064C,YBR263W,YGR244C,YJL121C,YBR006W
