Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
7,0.79712398943268,0.471742759673841,b0008,b2464,b2029,b1907,b0112,b1473,b0576,,,,
9,0.79712398943268,0.471742759682943,b0008,b0767,b2464,b1907,b0112,b0837,b0124,b1473,b0576,,
9,0.79712398943268,0.471742759682943,b0008,b2464,b1852,b1907,b0112,b0837,b0124,b1473,b0576,,
9,0.79712398943268,0.471742759661999,b0008,b0767,b2464,b1907,b0112,b3437,b4268,b1473,b0576,,
9,0.79712398943268,0.471742759661999,b0008,b2464,b1852,b1907,b0112,b3437,b4268,b1473,b0576,,
11,0.797123989432775,0.471742759709771,b0008,b0767,b2464,b1907,b0112,b4265,b4321,b3415,b4476,b1473,b0576
