Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,
16,0.267239394723369,1.22232842925305,YPO4078,YPO3825,YPO3937,YPO2157,YPO0348,YPO3319,YPO1207,YPO2552,YPO1109,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO3376,YPO1851,,,,,,,,,
17,0.283558381214824,0.272476600769355,YPO1384,YPO4078,YPO3825,YPO3937,YPO0348,YPO3319,YPO1207,YPO2824,YPO2552,YPO1109,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO1851,YPO3418,,,,,,,,
18,0.283558381214713,0.169418795476034,YPO4078,YPO3825,YPO3937,YPO2995,YPO1756,YPO0348,YPO3319,YPO1207,YPO2552,YPO1109,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO4056,YPO1851,YPO3418,,,,,,,
19,0.235870528613272,4.08915182425732,YPO4078,YPO3825,YPO3937,YPO3949,YPO0348,YPO3319,YPO1207,YPO1109,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO0920,YPO4056,YPO1851,YPO3418,YPO0914,YPO1133,,,,,,
20,0.267828996119404,1.25892523710397,YPO4078,YPO3825,YPO3937,YPO2157,YPO0461,YPO0348,YPO3319,YPO1207,YPO1511,YPO1109,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO0920,YPO1389,YPO1851,YPO2393,,,,,
20,0.240353780268348,1.70901170821795,YPO4078,YPO3825,YPO3937,YPO0459,YPO0348,YPO3319,YPO1207,YPO1511,YPO1109,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO3376,YPO1851,YPO0921,YPO0439,YPO2393,,,,,
21,0.220251850838982,1.15383694466603,YPO4078,YPO3825,YPO3937,YPO0461,YPO0348,YPO3992,YPO0347,YPO3319,YPO1207,YPO1511,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO1851,YPO0914,YPO0921,YPO0439,YPO2393,,,,
22,0.220251850838982,1.15383694465886,YPO4078,YPO3825,YPO3937,YPO0459,YPO0348,YPO3992,YPO0347,YPO3319,YPO1207,YPO1511,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO0440,YPO2067,YPO1389,YPO1851,YPO1133,YPO1171,YPO2393,,,
22,0.283558381214822,0.172843644181257,YPO4078,YPO3825,YPO3937,YPO0461,YPO3428,YPO3977,YPO0348,YPO3319,YPO1207,YPO1511,YPO2824,YPO1964,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO1851,YPO0439,YPO0442,YPO2393,,,
22,0.220251850838983,1.15383694476599,YPO4078,YPO3825,YPO3937,YPO3949,YPO0348,YPO3992,YPO0347,YPO3319,YPO1207,YPO1511,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO0440,YPO2067,YPO3376,YPO1851,YPO0921,YPO1171,YPO2393,,,
22,0.198362781763909,0.872130941783431,YPO4078,YPO3825,YPO3937,YPO0461,YPO0348,YPO3992,YPO0347,YPO3319,YPO1207,YPO1511,YPO2552,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO3376,YPO0920,YPO1389,YPO1851,YPO2393,,,
23,0.282572720754362,4.28177460231245,YPO4078,YPO3825,YPO3937,YPO1137,YPO0459,YPO0348,YPO3319,YPO1207,YPO1511,YPO3034,YPO2552,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO2074,YPO3520,YPO1389,YPO1851,YPO1133,YPO2393,,
23,0.261254880379255,3.60932761947926,YPO4078,YPO3825,YPO3937,YPO2995,YPO1756,YPO0348,YPO0347,YPO0460,YPO3319,YPO1207,YPO1511,YPO3034,YPO0436,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO3376,YPO1851,YPO0921,YPO2393,,
23,0.283558381214713,0.0679231397583722,YPO3371,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO0348,YPO3319,YPO1207,YPO1511,YPO1966,YPO0436,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO3376,YPO1851,YPO3418,YPO0442,YPO2393,,
24,0.283558381214824,2.4885742336744,YPO3371,YPO4078,YPO3825,YPO3937,YPO3949,YPO2995,YPO1756,YPO3428,YPO1962,YPO0348,YPO3319,YPO1207,YPO1511,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO0440,YPO2067,YPO1851,YPO0442,YPO1171,YPO2393,
24,0.283558381214712,0.172843644171709,YPO4078,YPO3825,YPO3937,YPO3428,YPO2383,YPO1327,YPO0066,YPO0348,YPO0460,YPO3319,YPO1207,YPO1511,YPO2824,YPO1964,YPO0436,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO1851,YPO0914,YPO2393,
24,0.283558381214823,0.469107473408012,YPO4078,YPO3825,YPO3937,YPO0461,YPO3428,YPO3977,YPO0348,YPO3319,YPO1207,YPO1511,YPO2824,YPO1966,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO3376,YPO2074,YPO3520,YPO1851,YPO0442,YPO2393,
25,0.283558381214823,0.88479422640132,YPO4078,YPO3825,YPO3937,YPO3428,YPO0459,YPO1962,YPO0348,YPO3992,YPO0347,YPO3319,YPO1207,YPO1511,YPO1145,YPO3014,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO0920,YPO1851,YPO0914,YPO0439,YPO2393
25,0.283558381214824,0.58224051830116,YPO4078,YPO3825,YPO3937,YPO2995,YPO1756,YPO3977,YPO0348,YPO0347,YPO0460,YPO3319,YPO1207,YPO1511,YPO2824,YPO2552,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO0920,YPO1389,YPO1851,YPO2836,YPO2393
25,0.283558381214824,1.72198944450005,YPO4078,YPO3825,YPO3937,YPO2157,YPO3428,YPO0459,YPO0348,YPO3319,YPO1207,YPO1511,YPO1145,YPO3014,YPO1966,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO3520,YPO1139,YPO1851,YPO0914,YPO3834,YPO2393
