Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
8,0.649275882916097,1.08968578241689,b0727,b2587,b4077,b4015,b3236,b4025,b1676,b1854,,,
8,0.649275882916097,1.08968578241689,b2587,b4077,b4015,b3236,b4025,b1676,b1854,b0729,,,
9,0.649275882916097,1.08968578241689,b2587,b4077,b4014,b2976,b3236,b4025,b1676,b1854,b0729,,
9,0.649275882916097,1.08968578241689,b2587,b4152,b4077,b1479,b2463,b4025,b1676,b1854,b0729,,
9,0.649275882916097,1.08968578241689,b0727,b2587,b4152,b4077,b1479,b2463,b4025,b1676,b1854,,
9,0.649275882916097,1.08968578241689,b0727,b2587,b4077,b4014,b2976,b3236,b4025,b1676,b1854,,
9,0.649275882916097,1.08968578241688,b0727,b2587,b4077,b3236,b1479,b2463,b4025,b1676,b1854,,
9,0.649275882916097,1.08968578241688,b2587,b4077,b3236,b1479,b2463,b4025,b1676,b1854,b0729,,
11,0.649275882916097,1.08968578241689,b2587,b1611,b4122,b1612,b4077,b1479,b2463,b4025,b1676,b1854,b0729
11,0.649275882916097,1.08968578241689,b0727,b2587,b1611,b4122,b1612,b4077,b1479,b2463,b4025,b1676,b1854
