Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
4,0.359606707775732,0.145512303000572,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_42245,PHATRDRAFT_44384,,,,
4,0.359606707775732,0.145512303000629,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_42245,PHATRDRAFT_23365,,,,
4,0.35960670777573,0.0184894306050012,PHATRDRAFT_20183,PHATRDRAFT_48078,PHATRDRAFT_42245,PHATRDRAFT_36390,,,,
4,0.359606707775733,0.0184894306049728,PHATRDRAFT_55035,PHATRDRAFT_48078,PHATRDRAFT_23913,PHATRDRAFT_46728,,,,
4,0.359606707775731,0.0184894306049728,PHATRDRAFT_54219,PHATRDRAFT_55035,PHATRDRAFT_48078,PHATRDRAFT_23913,,,,
4,0.359606707775733,0.00354908056101522,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_20310,PHATRDRAFT_23913,,,,
4,0.359606707775729,0.00296963883674944,PHATRDRAFT_54219,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_23913,,,,
4,0.359606707775732,0.00296963883674817,PHATRDRAFT_45947,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_23913,,,,
4,0.359606707775728,0.00296963883674609,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_23913,PHATRDRAFT_51830,,,,
4,0.359606707775728,0.00296963883674609,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_23913,PHATRDRAFT_46728,,,,
4,0.359606707775728,0.00296963883674609,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_23913,PHATRDRAFT_46728,,,,
4,0.359606707775729,0.00296963883674944,PHATRDRAFT_54219,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_23913,,,,
4,0.35960670777573,0.145512303000544,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_42245,PHATRDRAFT_36390,,,,
5,0.359606707775788,0.0184894306050012,PHATRDRAFT_42015,PHATRDRAFT_20183,PHATRDRAFT_29016,PHATRDRAFT_19708,PHATRDRAFT_48078,,,
5,0.359606707775734,0.0184894306049728,PHATRDRAFT_55192,PHATRDRAFT_20183,PHATRDRAFT_48078,PHATRDRAFT_25572,PHATRDRAFT_36390,,,
5,0.359606707775733,0.0184894306049728,PHATRDRAFT_20183,PHATRDRAFT_22803,PHATRDRAFT_859,PHATRDRAFT_23913,PHATRDRAFT_51830,,,
5,0.359606707775843,0.0184894306050012,PHATRDRAFT_20183,PHATRDRAFT_29016,PHATRDRAFT_48078,PHATRDRAFT_23365,PHATRDRAFT_46728,,,
5,0.359606707775733,0.0184894306049728,PHATRDRAFT_20183,PHATRDRAFT_859,PHATRDRAFT_23913,PHATRDRAFT_23723,PHATRDRAFT_51245,,,
5,0.359606707775733,0.0184894306049728,PHATRDRAFT_55192,PHATRDRAFT_55035,PHATRDRAFT_859,PHATRDRAFT_35240,PHATRDRAFT_36390,,,
5,0.359606707775717,0.0184894306050012,PHATRDRAFT_42015,PHATRDRAFT_20183,PHATRDRAFT_48078,PHATRDRAFT_23913,PHATRDRAFT_16649,,,
5,0.359606707775843,0.0184894306050012,PHATRDRAFT_42015,PHATRDRAFT_55035,PHATRDRAFT_40430,PHATRDRAFT_48078,PHATRDRAFT_46728,,,
5,0.359606707775732,0.0184894306050012,PHATRDRAFT_54219,PHATRDRAFT_55035,PHATRDRAFT_40430,PHATRDRAFT_48078,PHATRDRAFT_36390,,,
5,0.35960670777573,0.0184894306050012,PHATRDRAFT_55035,PHATRDRAFT_19708,PHATRDRAFT_859,PHATRDRAFT_23913,PHATRDRAFT_51970,,,
