Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.276979716467773,0.294830920702442,b2836,b3553,b4382,b1241,b0351,b4069,b4384,b3708,b1479,b2297,b2458,b2926,b0030,b2407,b3236,b3962,b0104,b2797,b3117,b1814,b4471,b3616,b3589,b4267,b1033,b3665,b1415,b1014,b3945,b3709,b1907,b2406,b3161,b0112,b3654,b3714,b3664,b4265,b0114,b1539,b2492,b0904,b1533,b3927,b1380,b0325,b1473,b0494,b0594,b1511,b4266,b3662,,,,,,,,,,,,,,,,,,
52,0.411180140475223,0.260901949437146,b3553,b3399,b1241,b0351,b3831,b4069,b2502,b2744,b3708,b3614,b0910,b3752,b3115,b1849,b2296,b2779,b2925,b2097,b2781,b3844,b1759,b1982,b2797,b3117,b1814,b4471,b3616,b3589,b3449,b3946,b0825,b1033,b0595,b0675,b2361,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b0452,b0114,b2366,b2492,b0904,b1533,b3918,b0789,b1249,b1473,,,,,,,,,,,,,,,,,,
53,0.372305298271446,0.0635036725665594,b4467,b1478,b1241,b0351,b4069,b4384,b2744,b3708,b3752,b2297,b2458,b2407,b1004,b3713,b1109,b0046,b3236,b1779,b0121,b1982,b2797,b3117,b1814,b4471,b4374,b2361,b2291,b0261,b0411,b2799,b3945,b1602,b0507,b3709,b2913,b3161,b0112,b3915,b0452,b2975,b3603,b2366,b2492,b0904,b1533,b1380,b1473,b4141,b1798,b0606,b2285,b1011,b4209,,,,,,,,,,,,,,,,,
54,0.422248978042747,0.0110544782668011,b1054,b3553,b1478,b1241,b0351,b4069,b3708,b3115,b1849,b2296,b3844,b1238,b1004,b3713,b1109,b0046,b3236,b1779,b2797,b3117,b1814,b4471,b1033,b0261,b0411,b1701,b1805,b2799,b3945,b1602,b3709,b0153,b2913,b4381,b0590,b2406,b3161,b0112,b3654,b3714,b3664,b4064,b4464,b1539,b2492,b0904,b1533,b1380,b1473,b4141,b1798,b0606,b2285,b1011,,,,,,,,,,,,,,,,
55,0.349823730253065,0.266476302489752,b3553,b1478,b1241,b4069,b4384,b2744,b3708,b3115,b1849,b2296,b2926,b0030,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b2797,b3117,b1814,b4471,b1033,b3665,b4374,b2361,b2291,b0261,b0411,b2799,b3945,b1602,b3709,b3161,b0112,b3654,b3714,b3664,b1539,b2492,b0904,b1533,b3825,b1380,b1473,b0494,b2660,b4141,b1798,b3662,b0606,b2285,b1009,,,,,,,,,,,,,,,
55,0.395781953637225,0.0680371013684953,b3553,b1478,b1241,b0351,b4069,b2744,b3708,b3115,b1849,b2296,b2926,b1004,b3713,b1109,b0046,b3236,b2797,b3117,b1814,b4471,b1033,b4374,b2361,b2291,b0411,b2799,b3945,b1602,b3709,b4381,b3161,b0112,b3915,b3654,b3714,b3664,b4064,b4464,b2366,b2492,b0904,b1533,b3821,b1380,b4042,b1473,b2660,b4141,b1798,b1517,b0606,b0221,b2285,b1011,b4209,,,,,,,,,,,,,,,
55,0.38990440271005,0.00785299141788182,b3553,b1478,b1241,b0351,b4069,b4384,b2744,b3708,b3752,b3115,b1849,b2296,b2407,b1004,b3713,b1109,b0046,b3236,b1779,b1982,b2797,b3117,b1814,b4471,b1033,b2440,b4374,b2361,b2291,b0261,b0411,b2799,b3945,b1602,b0507,b3709,b3161,b0112,b3915,b1539,b2492,b0904,b1533,b1380,b1473,b0494,b1600,b2660,b4141,b1798,b0606,b0221,b2285,b1008,b4209,,,,,,,,,,,,,,,
55,0.277127322996834,0.294305752840557,b1478,b1241,b0351,b4069,b4384,b3708,b1479,b3752,b0512,b2297,b2458,b2779,b2407,b1238,b3236,b3962,b1982,b0104,b2797,b3117,b1814,b4471,b3616,b3589,b4267,b1415,b1014,b4014,b0261,b2976,b2799,b3945,b0507,b3709,b1907,b4381,b2406,b3161,b0112,b4265,b2975,b0114,b3603,b2366,b2492,b0904,b1533,b3821,b1380,b0508,b1473,b0594,b4266,b3662,b1813,,,,,,,,,,,,,,,
56,0.339161138716842,0.283106312754567,b4467,b1478,b1241,b4069,b4384,b3708,b3115,b1849,b2296,b0030,b2407,b1238,b1004,b3713,b1109,b0046,b3236,b1779,b2797,b3117,b1814,b4471,b2799,b3945,b1602,b2342,b3845,b3709,b4381,b2406,b3161,b0112,b3915,b3654,b2868,b3714,b3664,b4064,b4464,b2366,b2492,b0904,b1533,b3825,b1380,b1473,b0494,b2660,b4141,b1798,b3662,b1518,b0606,b2285,b1011,b4209,,,,,,,,,,,,,,
56,0.276979716467745,0.294830920705228,b1478,b3399,b1241,b0351,b4069,b4384,b2744,b3708,b1479,b3115,b1849,b2296,b0160,b3236,b0583,b1779,b3962,b0104,b2797,b3117,b1814,b4471,b3616,b3589,b4267,b3665,b4374,b0675,b2361,b2291,b1415,b1014,b3945,b3709,b1907,b3161,b0112,b3654,b3714,b3664,b0114,b0509,b3125,b1539,b2492,b0904,b1533,b2835,b1380,b0325,b1473,b0494,b1511,b4266,b2842,b1813,,,,,,,,,,,,,,
57,0.336695619841598,0.281396360874001,b4467,b1478,b1241,b4069,b4384,b2744,b3708,b2297,b2458,b0030,b2407,b3844,b1004,b3713,b1109,b0046,b3124,b3236,b1779,b1982,b2797,b3117,b1814,b4471,b4374,b2361,b2291,b0261,b0411,b2799,b3945,b1602,b3709,b0153,b2913,b3161,b0112,b2789,b3127,b0452,b2975,b3603,b1539,b2492,b0904,b0591,b1533,b1380,b1473,b1600,b0514,b4141,b1798,b3662,b0606,b2285,b1011,,,,,,,,,,,,,
59,0.337026852994205,0.280870131230146,b2836,b3553,b1478,b3399,b1241,b4069,b2744,b3708,b2297,b2458,b2779,b0160,b1004,b3713,b1109,b0046,b3236,b0207,b3012,b1982,b2797,b3117,b1814,b4471,b1033,b4374,b0675,b2361,b2291,b0261,b2799,b1602,b3709,b2913,b3161,b0112,b3915,b0509,b3125,b2366,b2492,b0904,b1781,b3001,b1533,b3927,b1380,b2965,b0693,b0325,b1473,b1771,b4141,b1798,b0606,b0221,b2285,b1011,b4209,,,,,,,,,,,
59,0.381626748809884,0.211925012108643,b3553,b1478,b3399,b1241,b4069,b2744,b3708,b2297,b2458,b0160,b1004,b3713,b1109,b0046,b3236,b0121,b0207,b3012,b1982,b2797,b3117,b1814,b4471,b3449,b1033,b4374,b0675,b2361,b2291,b0261,b2799,b1602,b3709,b3161,b0112,b3915,b0509,b3125,b2366,b0755,b3612,b2492,b0904,b1781,b3001,b1533,b1380,b0325,b1473,b0494,b2660,b1695,b1771,b4141,b1798,b0606,b2285,b1010,b4209,,,,,,,,,,,
59,0.325597674085479,0.118229871545689,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b4384,b2744,b3708,b3008,b3752,b0871,b2779,b2925,b2097,b2407,b3844,b1004,b3713,b1109,b0046,b3124,b3236,b0937,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b4374,b2361,b2291,b0261,b0411,b2799,b3945,b1602,b2913,b0452,b2975,b3603,b0886,b2366,b2492,b0904,b2578,b1533,b1380,b1600,b0514,b4141,b1798,b0606,b2285,b1010,,,,,,,,,,,
64,0.277123170901683,0.294301343447993,b3399,b3942,b1732,b1241,b0351,b4069,b2502,b2744,b1278,b3708,b1479,b2297,b2458,b2926,b3617,b3236,b3962,b1982,b0104,b2797,b3117,b1814,b4471,b4267,b4374,b0675,b2361,b2291,b3551,b1014,b4014,b0261,b2976,b0822,b0507,b3709,b1907,b4219,b1832,b1778,b3161,b0112,b0452,b4265,b2975,b0114,b3603,b0306,b1539,b3605,b2492,b0904,b1533,b1380,b0325,b1710,b2480,b0508,b1473,b0594,b4266,b1813,b0221,b4209,,,,,,
65,0.310316394580436,0.0837035805864093,b3553,b3399,b3942,b1732,b1241,b0351,b4069,b2744,b1278,b3708,b2297,b2458,b2779,b3617,b0160,b3124,b0120,b3962,b1982,b4139,b0104,b2797,b3117,b1814,b4471,b4267,b1033,b4374,b0675,b2361,b2291,b1415,b3551,b1014,b4014,b0261,b2976,b0822,b2799,b3709,b4219,b1832,b1778,b3161,b0112,b2789,b3127,b4265,b0114,b1539,b2492,b0904,b2954,b3035,b1533,b2835,b1380,b1710,b2480,b1473,b0494,b0514,b4266,b1985,b4209,,,,,
66,0.513665440470984,0.00435670480052708,b3553,b1478,b4269,b0493,b3846,b3588,b3003,b3011,b0238,b0125,b1241,b4384,b2744,b3708,b3008,b0871,b0030,b3844,b1238,b1004,b3713,b1109,b0046,b3236,b2883,b1638,b1779,b0121,b0937,b1982,b0477,b4139,b2797,b3117,b1814,b4471,b1033,b4014,b0261,b2976,b2799,b3945,b1602,b0507,b4381,b2406,b2868,b4064,b4464,b0886,b1539,b2492,b0904,b2954,b2578,b1533,b3029,b3821,b1380,b1301,b2660,b4141,b1798,b3662,b2285,b1007,,,,
67,0.310187741433113,0.0841895282935412,b3553,b4382,b3942,b1732,b0238,b0125,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b2779,b3617,b2883,b3962,b0477,b4139,b0104,b2797,b3117,b1814,b4471,b4267,b1033,b0596,b0675,b1415,b3551,b1014,b0261,b0822,b2799,b3709,b4219,b1832,b1778,b4381,b2406,b3161,b0112,b0452,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b1539,b2492,b0904,b2954,b1533,b1380,b1710,b2480,b0508,b4042,b1473,b4266,b3662,b2842,b1985,b0221,b4209,,,
70,0.310286491492074,0.0838691199369824,b3942,b1732,b1241,b0351,b4069,b4384,b2744,b3708,b3752,b3115,b1849,b2296,b2926,b3617,b2883,b3962,b1982,b4139,b0104,b2797,b3117,b1814,b4471,b4267,b1623,b4374,b2361,b2291,b1415,b3551,b1014,b4014,b0261,b2976,b0411,b2799,b3945,b0507,b3709,b4219,b1832,b1778,b4381,b3161,b0112,b2868,b4265,b4064,b4464,b2975,b0114,b3603,b1539,b2492,b0904,b2954,b1533,b3927,b3821,b1380,b1710,b2480,b0508,b1473,b0594,b4266,b3662,b1985,b1813,b4209
