Deletion size,Max growth rate,Min production rate,Deleted genes
1,0.203069882313895,0.650865575015396,TM0428
1,0.203069882313839,0.650864356550963,TM1154
1,0.203069873879768,0.650864329518312,TM0066
1,0.203069882313839,0.650864356550963,TM1155
