Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.582163728818387,0.202854792534989,b4382,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b3617,b2407,b1982,b0261,b2406,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.582163728818365,0.202854792533961,b4382,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b2407,b1982,b3616,b3589,b0261,b2406,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.582163728818387,0.20285479253497,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b0160,b1238,b1982,b0675,b2361,b0261,b4381,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.551510285880149,0.192218331173577,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b3617,b2407,b1612,b1611,b4122,b1982,b0261,b4381,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.60975325201846,0.180196553752134,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b0871,b3617,b0030,b2407,b1982,b0261,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.428069605611097,0.0699284609480731,b4382,b1241,b0351,b4069,b4384,b2297,b2458,b3617,b0030,b2407,b1612,b1611,b4122,b1982,b0114,b0529,b2492,b0904,b1517,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.719478312305577,0.0474986091373509,b4382,b3831,b4384,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4138,b4123,b0621,b2406,b3821,b3918,b1912,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.718222369700004,0.0474156941785476,b0474,b2518,b3831,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4161,b4138,b4123,b0621,b4381,b2406,b3821,b3918,b4042,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.719650415848946,0.0475099711139266,b2744,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b0675,b4138,b4123,b0621,b4381,b2406,b3821,b3918,b4042,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.715476303755942,0.0472199872183641,b3831,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4138,b4123,b0621,b4381,b2406,b0452,b3918,b1912,b1206,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.394870430914255,0.186158426702392,b1478,b1241,b0351,b4069,b0871,b2297,b2458,b2779,b2925,b2097,b3617,b2690,b0675,b0822,b4381,b2868,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.719650415849097,0.0475099711165435,b3831,b1278,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4138,b4123,b0621,b4381,b2406,b3825,b3918,b0494,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.715486354323164,0.0472278590564453,b3831,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4138,b4123,b0621,b4381,b2406,b0452,b3825,b3918,b4042,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.719650415849097,0.0475099711198005,b2744,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1759,b2440,b4374,b0675,b2361,b2291,b4138,b4123,b0621,b2239,b3918,b1912,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.719478312305374,0.0474986091512782,b4382,b3831,b4384,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4138,b4123,b0621,b2406,b2835,b3918,b4042,b0494,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.718222369700114,0.0474156941728838,b0474,b2518,b3831,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b3449,b4161,b4138,b4123,b0621,b4381,b2239,b2406,b3918,b1912,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.715476406576171,0.0472199939997359,b2744,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b0675,b2361,b2291,b4138,b4123,b0621,b0452,b3918,b4042,b1206,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.715476303756053,0.0472199872162041,b2744,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b0675,b2361,b2291,b4138,b4123,b0621,b0452,b3918,b1912,b1206,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.715316262136418,0.0472166316030645,b2836,b4382,b4384,b2744,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b0675,b4138,b4123,b0621,b2406,b3918,b4042,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.71407479576098,0.0471346848217479,b2836,b0474,b2518,b2744,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b4138,b4123,b0621,b4381,b2406,b3918,b4042,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.582528886274333,0.00162234294180263,b1241,b0351,b4069,b4384,b2744,b3752,b2297,b2458,b2407,b1982,b3616,b3589,b4374,b2361,b2291,b0261,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.71407469334336,0.0471346780620295,b2836,b0474,b2518,b2744,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2361,b2291,b4138,b4123,b0621,b3918,b1912,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.334127268372707,0.160198697097253,b1241,b0351,b4069,b2297,b2458,b2925,b2097,b2926,b3617,b1612,b1611,b4122,b2690,b3945,b4381,b2868,b0114,b0529,b2492,b0904,b1518,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.352053724245821,0.122701572554615,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b2925,b2097,b3617,b2407,b1779,b2690,b3665,b0261,b3945,b4381,b0114,b0529,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.601491200626766,0.0623004910146139,b4382,b1241,b0351,b4069,b4384,b3752,b0871,b2297,b2458,b2779,b2925,b2097,b3617,b2407,b3236,b2690,b3945,b2868,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.718222369700092,0.0474156941785771,b0474,b2518,b2744,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b4138,b4123,b0621,b4381,b2406,b2835,b3918,b4042,b0494,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.715316262136334,0.0472166315982312,b2836,b4382,b3831,b4384,b1278,b3614,b0910,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4138,b4123,b0621,b2406,b3918,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.533543149408266,0.00783305658696032,b1241,b0351,b4069,b4384,b3115,b1849,b2296,b2925,b2097,b2926,b3617,b0030,b2407,b2690,b1982,b3945,b4381,b0114,b0529,b2492,b0904,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.533543149408265,0.00783305658592915,b4382,b1241,b0351,b4069,b4384,b3115,b1849,b2296,b2925,b2097,b3617,b0030,b2407,b1779,b1982,b3946,b0825,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.719650415848986,0.0475099711126488,b3831,b3614,b0910,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4138,b4123,b0621,b4381,b2406,b3825,b3918,b1912,b0494,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.527609102122101,0.202300472135816,b4382,b1241,b0351,b4069,b4384,b2744,b3752,b3115,b1849,b2296,b3617,b2407,b1612,b1611,b4122,b1982,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.609753252018483,0.180196553752923,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b3617,b1238,b2883,b1982,b0675,b2361,b0261,b0411,b4381,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.57814380798161,0.170902095241485,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b0030,b2407,b1612,b1611,b4122,b1982,b3616,b3589,b0261,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.571772267500041,0.105175448158104,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b2925,b2097,b2926,b3617,b3946,b0825,b2361,b2291,b0511,b0114,b2492,b0904,b0516,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.719478312305374,0.0474986091513344,b4382,b3831,b4384,b1278,b3614,b0910,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b1701,b1805,b4138,b4123,b0621,b2406,b3918,b1206,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.718222369700004,0.0474156941762925,b0474,b2518,b3831,b2744,b1278,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b2361,b2291,b0411,b4138,b4123,b0621,b3821,b3918,b1206,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.714074795760914,0.0471346848197804,b2836,b0474,b2518,b3831,b2744,b1278,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b2361,b2291,b4138,b4123,b0621,b2406,b3918,b1206,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.715476406576189,0.0472199940033933,b3831,b2744,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b2361,b2291,b0411,b4138,b4123,b0621,b0452,b3918,b4042,b1206,b4209,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.533010645244758,0.225113238800022,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b1238,b2883,b1623,b3665,b0411,b4381,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,
24,0.44686268386628,0.169022442384944,b1241,b0351,b4069,b4384,b2930,b4232,b3697,b3925,b3115,b1849,b2296,b3617,b0030,b2407,b2690,b1982,b3945,b4381,b0114,b0529,b2492,b0904,b1511,b2285,,,,,,,,,,,,,,,,,,,,,,,,
24,0.333303764959444,0.101706343991921,b1241,b0351,b4069,b2930,b4232,b3697,b3925,b0871,b3115,b1849,b2296,b1612,b1611,b4122,b1779,b3616,b3589,b3946,b0825,b4381,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,
24,0.533543149408257,0.00783305658710143,b4382,b1241,b0351,b4069,b4384,b3752,b2930,b4232,b3697,b3925,b2297,b2458,b2926,b2407,b2690,b1982,b3616,b3589,b3945,b0114,b0529,b2492,b0904,b1517,,,,,,,,,,,,,,,,,,,,,,,,
24,0.563241191639967,0.240014907729003,b1241,b0351,b4069,b2744,b2297,b2458,b2883,b3616,b3589,b0261,b0411,b4381,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,
25,0.531084334201598,0.254630574755613,b4382,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b2407,b3616,b3589,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,
25,0.446862683866294,0.16902244238454,b4382,b1241,b0351,b4069,b4384,b2930,b4232,b3697,b3925,b2297,b2458,b3617,b0030,b2407,b2690,b1982,b0675,b0822,b1727,b0114,b0529,b2492,b0904,b1518,b2285,,,,,,,,,,,,,,,,,,,,,,,
25,0.610378288366997,0.15220698187921,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b2407,b1238,b1982,b2797,b3117,b1814,b4471,b3616,b3589,b0261,b4381,b2406,b0114,b1539,b2492,b0904,b1533,,,,,,,,,,,,,,,,,,,,,,,
25,0.4138263688251,0.144231242861394,b3399,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b3617,b0160,b1612,b1611,b4122,b4374,b0675,b2361,b2291,b0261,b0114,b0755,b3612,b0529,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,
25,0.544896324003675,0.0729971013477094,b3399,b4382,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b2925,b2097,b2926,b3617,b2407,b3236,b3946,b2210,b0825,b0261,b0511,b0114,b0529,b2492,b0904,b0516,,,,,,,,,,,,,,,,,,,,,,,
25,0.515593917071222,0.00520746694497951,b2836,b3399,b1241,b0351,b4069,b2502,b2744,b2297,b2458,b2779,b2925,b2097,b2926,b3617,b1982,b3946,b0825,b0675,b2361,b0261,b4381,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,
25,0.552621184977521,0.109064353853773,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b0871,b2925,b2097,b3617,b1612,b1611,b4122,b1779,b3946,b0825,b4138,b4123,b0621,b4381,b0114,b2492,b0904,b1206,,,,,,,,,,,,,,,,,,,,,,,
25,0.54237958511906,0.0383050673433719,b1241,b0351,b4069,b4152,b0871,b3115,b1849,b2296,b2925,b2097,b2926,b3617,b1612,b1611,b4122,b2690,b3945,b4138,b4123,b0621,b4381,b0114,b2492,b0904,b1206,,,,,,,,,,,,,,,,,,,,,,,
26,0.729151810862284,0.00287713317771061,b4382,b4069,b4384,b3708,b3008,b3752,b2297,b2458,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b1701,b1805,b2406,b0114,b1539,b2492,b0904,b2578,b1533,b3927,b3662,,,,,,,,,,,,,,,,,,,,,,
26,0.533543149408261,0.00783305658621391,b3399,b1241,b0351,b4069,b2744,b2930,b4232,b3697,b3925,b2297,b2458,b2926,b3617,b0160,b1238,b2690,b1982,b0675,b2361,b3945,b4381,b0114,b0529,b2492,b0904,b1518,,,,,,,,,,,,,,,,,,,,,,
26,0.573356464570695,0.103916934856068,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b2925,b2097,b2926,b3617,b0517,b0907,b1982,b3946,b0825,b0675,b2361,b2291,b0507,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,
26,0.531084334201592,0.254630574755849,b3399,b1241,b0351,b4069,b4384,b2744,b3115,b1849,b2296,b3617,b2407,b3665,b4374,b0675,b2361,b2291,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,
27,0.5635111951525,0.229169225916985,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b2883,b3616,b3589,b4381,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,
27,0.563511195152527,0.229169225916968,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b0871,b3617,b0030,b2407,b2883,b4381,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b1511,b3662,,,,,,,,,,,,,,,,,,,,,
28,0.688442925493832,0.0364666099369745,b4384,b3708,b3008,b0871,b2779,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b4381,b2406,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b1600,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,
