Deletion size,Max growth rate,Min production rate,Deleted genes,,
2,0.0510073372439393,0.0428387237426169,Rv1448c,Rv1445c,
3,0.0510073372439393,0.0428387237426169,Rv1122,Rv1844c,Rv1448c
3,0.0510073372439393,0.0428387237426169,Rv1448c,Rv1121,Rv1447c
