Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.359606707775731,0.0230687915121722,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.359606707775731,0.119388682420039,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_10693,,,,,,,,,,,,,,,,,,,,,,,,
5,0.359606707775732,0.0567285866958267,PHATRDRAFT_19708,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_41969,,,,,,,,,,,,,,,,,,,,,,,,
5,0.359606707775732,0.0567285866958267,PHATRDRAFT_19708,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_22803,,,,,,,,,,,,,,,,,,,,,,,,
5,0.359606707775731,0.0441414283263518,PHATRDRAFT_45947,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_28068,PHATRDRAFT_10693,,,,,,,,,,,,,,,,,,,,,,,,
7,0.359606707775731,0.0567285866958625,PHATRDRAFT_40430,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_31436,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_10693,,,,,,,,,,,,,,,,,,,,,,
9,0.359606707775704,0.318609677123884,PHATRDRAFT_30145,PHATRDRAFT_draft542,PHATRDRAFT_13951,Phatr3_EG02361,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_15536,,,,,,,,,,,,,,,,,,,,
11,0.35960670777576,0.18465190505263,PHATRDRAFT_40430,PHATRDRAFT_13951,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_859,PHATRDRAFT_23723,PHATRDRAFT_draft645,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_15536,,,,,,,,,,,,,,,,,,
11,0.35960670777573,0.184651905052621,PHATRDRAFT_13951,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_19979,PHATRDRAFT_859,PHATRDRAFT_draft645,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_20445,PHATRDRAFT_15536,,,,,,,,,,,,,,,,,,
15,0.359606707775723,0.0261303702118457,PHATRDRAFT_12902,PHATRDRAFT_30145,PHATRDRAFT_55192,PHATRDRAFT_49601,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_13951,PHATRDRAFT_31906,PHATRDRAFT_46664,PHATRDRAFT_8982,PHATRDRAFT_44546,PHATRDRAFT_11273,PHATRDRAFT_22453,PHATRDRAFT_45428,PHATRDRAFT_28181,,,,,,,,,,,,,,
15,0.359606707775734,0.00959029576593155,PHATRDRAFT_12902,PHATRDRAFT_49601,PHATRDRAFT_26290,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_13951,PHATRDRAFT_31906,PHATRDRAFT_46664,PHATRDRAFT_8982,PHATRDRAFT_44546,PHATRDRAFT_11273,PHATRDRAFT_22453,PHATRDRAFT_21970,PHATRDRAFT_45428,PHATRDRAFT_54528,,,,,,,,,,,,,,
16,0.359606707775732,0.00959029576582496,PHATRDRAFT_55192,PHATRDRAFT_13476,PHATRDRAFT_26290,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_13951,PHATRDRAFT_31906,PHATRDRAFT_46664,PHATRDRAFT_8982,PHATRDRAFT_54731,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_22453,PHATRDRAFT_21970,PHATRDRAFT_15777,PHATRDRAFT_45428,,,,,,,,,,,,,
17,0.359606707775792,0.00986219025267226,PHATRDRAFT_27726,PHATRDRAFT_12902,PHATRDRAFT_54477,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_49372,PHATRDRAFT_13951,PHATRDRAFT_46664,PHATRDRAFT_8982,PHATRDRAFT_7164,PHATRDRAFT_47090,PHATRDRAFT_50097,PHATRDRAFT_44546,PHATRDRAFT_11273,PHATRDRAFT_22453,PHATRDRAFT_42245,PHATRDRAFT_28181,,,,,,,,,,,,
17,0.359606707775731,0.00114245874101085,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_13951,PHATRDRAFT_31906,PHATRDRAFT_46664,PHATRDRAFT_8982,PHATRDRAFT_7164,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_50372,PHATRDRAFT_19482,PHATRDRAFT_22453,PHATRDRAFT_42245,PHATRDRAFT_15777,PHATRDRAFT_28181,,,,,,,,,,,,
18,0.359606707775841,0.00114245874160348,PHATRDRAFT_12902,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_13951,PHATRDRAFT_31906,PHATRDRAFT_46664,PHATRDRAFT_8982,PHATRDRAFT_44782,PHATRDRAFT_54731,PHATRDRAFT_50372,PHATRDRAFT_20310,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_22453,PHATRDRAFT_21970,PHATRDRAFT_draft645,,,,,,,,,,,
19,0.35960670777573,0.0294311908526883,PHATRDRAFT_30145,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_draft542,PHATRDRAFT_13951,PHATRDRAFT_31906,PHATRDRAFT_46664,PHATRDRAFT_8982,PHATRDRAFT_36641,PHATRDRAFT_46880,PHATRDRAFT_37658,PHATRDRAFT_34976,PHATRDRAFT_20310,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_22453,PHATRDRAFT_15777,PHATRDRAFT_45428,PHATRDRAFT_28181,,,,,,,,,,
20,0.359606707775731,0.0239190531629616,PHATRDRAFT_27726,PHATRDRAFT_14792,PHATRDRAFT_12902,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_49372,PHATRDRAFT_13951,PHATRDRAFT_46664,PHATRDRAFT_7164,PHATRDRAFT_50097,PHATRDRAFT_54731,PHATRDRAFT_28797,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_19482,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_22453,PHATRDRAFT_21970,PHATRDRAFT_54528,,,,,,,,,
20,0.359606707775682,0.00517401838358807,PHATRDRAFT_14792,PHATRDRAFT_12902,PHATRDRAFT_8828,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_49372,PHATRDRAFT_13951,PHATRDRAFT_31906,PHATRDRAFT_46664,PHATRDRAFT_7164,PHATRDRAFT_50097,PHATRDRAFT_54731,PHATRDRAFT_41886,PHATRDRAFT_23913,PHATRDRAFT_13005,PHATRDRAFT_50084,Phatr3_EG02569,PHATRDRAFT_22453,PHATRDRAFT_28181,PHATRDRAFT_45141,,,,,,,,,
29,0.359606707775832,0.00813190061395004,PHATRDRAFT_800,PHATRDRAFT_14792,PHATRDRAFT_12902,PHATRDRAFT_30145,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_36256,PHATRDRAFT_31906,PHATRDRAFT_46664,PHATRDRAFT_29702,Phatr3_EG02361,PHATRDRAFT_44782,PHATRDRAFT_15917,PHATRDRAFT_36641,PHATRDRAFT_46880,PHATRDRAFT_37658,PHATRDRAFT_34976,PHATRDRAFT_28797,PHATRDRAFT_20310,PHATRDRAFT_13005,PHATRDRAFT_50084,Phatr3_EG02569,PHATRDRAFT_22453,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_45428,PHATRDRAFT_28181,PHATRDRAFT_23365
