Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
5,0.283558381214824,0.342731060647426,YPO3376,YPO2232,YPO0920,YPO1149,YPO0439,,,,
5,0.283558381214824,0.342731060647426,YPO2066,YPO2232,YPO0920,YPO1133,YPO0439,,,,
5,0.283558381214714,0.342731060647269,YPO2066,YPO0436,YPO3376,YPO2232,YPO0920,,,,
5,0.283558381214824,0.342731060648055,YPO2066,YPO0436,YPO2232,YPO0920,YPO0921,,,,
5,0.283558381214824,0.342731060648055,YPO2157,YPO0436,YPO2232,YPO0920,YPO1149,,,,
5,0.283558381214824,0.342731060647936,YPO2066,YPO0436,YPO2232,YPO0078,YPO0921,,,,
5,0.283558381214823,0.342731060647798,YPO2066,YPO2232,YPO0078,YPO1133,YPO0439,,,,
5,0.283558381214825,0.34273106064705,YPO2232,YPO0078,YPO0921,YPO1149,YPO0439,,,,
5,0.272890211122688,1.31897022819642,YPO2066,YPO1109,YPO0436,YPO2232,YPO0078,,,,
5,0.283558381214824,0.342731060648055,YPO2066,YPO2157,YPO0436,YPO2232,YPO0920,,,,
5,0.272890211122689,1.31897022819646,YPO1109,YPO0436,YPO2232,YPO0920,YPO1149,,,,
5,0.272890211122689,1.31897022819646,YPO2066,YPO1109,YPO0436,YPO2232,YPO0920,,,,
5,0.283558381214824,0.342731060647426,YPO2232,YPO0920,YPO1149,YPO1133,YPO0439,,,,
5,0.283558381214823,0.342731060647798,YPO2232,YPO0078,YPO1149,YPO1133,YPO0439,,,,
6,0.272890211122689,1.31897022819652,YPO1541,YPO1109,YPO0436,YPO2533,YPO2232,YPO0920,,,
6,0.283558381214824,0.342731060647682,YPO1541,YPO2067,YPO2232,YPO0920,YPO1133,YPO0439,,,
6,0.248576776898163,1.33509926204923,YPO2066,YPO3992,YPO0347,YPO0436,YPO2232,YPO0078,,,
6,0.283558381214822,0.342731060648451,YPO0440,YPO2232,YPO0078,YPO1149,YPO1133,YPO1171,,,
6,0.272890211122689,1.3189702281965,YPO1541,YPO1109,YPO0436,YPO2067,YPO2232,YPO0078,,,
6,0.283558381214825,0.34273106064705,YPO2157,YPO1541,YPO2533,YPO2232,YPO0078,YPO0439,,,
6,0.283558381214714,0.342731060647118,YPO1541,YPO0436,YPO2533,YPO2232,YPO0920,YPO1133,,,
6,0.272890211122688,1.3189702281926,YPO1541,YPO1109,YPO2533,YPO2232,YPO0920,YPO0439,,,
7,0.283558381214824,0.342731060647216,YPO1541,YPO0440,YPO2533,YPO2232,YPO0078,YPO0921,YPO1171,,
7,0.248576776898162,1.33509926205669,YPO1541,YPO3992,YPO0347,YPO0436,YPO2533,YPO2232,YPO0920,,
7,0.248576776898156,1.33509926204855,YPO3992,YPO0347,YPO0440,YPO2232,YPO0920,YPO1149,YPO1171,,
8,0.27289021112264,1.31897022819235,YPO1109,YPO2295,YPO3358,YPO2559,YPO2232,YPO3383,YPO0920,YPO1149,
9,0.283558381214824,0.342731060647201,YPO1541,YPO0440,YPO3358,YPO2559,YPO2533,YPO2232,YPO3383,YPO0078,YPO0921
9,0.283558381214824,0.342731060647432,YPO1541,YPO0440,YPO3358,YPO2559,YPO2067,YPO3376,YPO2232,YPO0920,YPO2836
9,0.283558381214713,0.342731060638296,YPO2066,YPO2157,YPO3358,YPO2559,YPO2232,YPO2827,YPO0078,YPO2836,YPO3786
