Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
5,0.0521027999318219,0.00939408280130991,Rv2443,Rv1098c,Rv1872c,Rv3150,Rv1555,,,,
5,0.0502383966798747,0.0090579314320581,Rv2443,Rv1098c,Rv0694,Rv3150,Rv1555,,,,
6,0.05023839680304,0.00905793318118805,Rv2443,Rv2332,Rv1240,Rv0694,Rv3150,Rv1555,,,
6,0.0502383968125807,0.00905793337254028,Rv2443,Rv1188,Rv1098c,Rv0694,Rv3150,Rv0859,,,
6,0.0513467121778884,0.0295738100850092,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1098c,Rv1555,,,
6,0.0521027999318223,0.00939408374355177,Rv2443,Rv1188,Rv1098c,Rv1872c,Rv3150,Rv0859,,,
6,0.0521027999318223,0.00939408478543827,Rv2443,Rv2332,Rv1240,Rv1872c,Rv3150,Rv1555,,,
7,0.0500741555533437,0.0127380640113371,Rv3319,Rv0247c,Rv0248c,Rv0234c,Rv1731,Rv1555,Rv1475c,,
7,0.052102799959578,0.00939408492706442,Rv2443,Rv2332,Rv1240,Rv1188,Rv1872c,Rv3150,Rv0859,,
7,0.0500741555533432,0.0127380641773348,Rv3319,Rv0247c,Rv0248c,Rv3432c,Rv1248c,Rv1555,Rv1475c,,
7,0.0502383968238562,0.00905792160830072,Rv2443,Rv2332,Rv1240,Rv1188,Rv0694,Rv3150,Rv0859,,
7,0.0513467121778886,0.0295738071436062,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv2332,Rv1240,Rv1555,,
7,0.0521027999318217,0.00939408337960684,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1188,Rv1098c,Rv0859,,
8,0.0519347448950822,0.0132113681463414,Rv3319,Rv0247c,Rv0248c,Rv3432c,Rv1248c,Rv0118c,Rv1837c,Rv1555,
8,0.0500741555394657,0.0127380642292869,Rv3319,Rv0247c,Rv0248c,Rv1248c,Rv1555,Rv1475c,Rv3290c,Rv2589,
8,0.0519347449228379,0.0132113695825508,Rv3319,Rv0247c,Rv0248c,Rv0234c,Rv1731,Rv1915,Rv0467,Rv1555,
8,0.0519347449367155,0.0132113683039271,Rv3319,Rv0247c,Rv0248c,Rv0234c,Rv1731,Rv0118c,Rv1837c,Rv1555,
8,0.0521027999595778,0.00939408455648351,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv2332,Rv1240,Rv1188,Rv0859,
8,0.0519347449228379,0.0132113681824581,Rv3319,Rv0247c,Rv0248c,Rv3432c,Rv1248c,Rv1915,Rv0467,Rv1555,
9,0.0519347449367155,0.0132113687105987,Rv3319,Rv0247c,Rv0248c,Rv1248c,Rv0118c,Rv1837c,Rv1555,Rv3290c,Rv2589
9,0.0519347449089599,0.0132113681953108,Rv3319,Rv0247c,Rv0248c,Rv1248c,Rv1915,Rv0467,Rv1555,Rv3290c,Rv2589
