Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,
2,0.359606707775832,8.45943902243588,PHATRDRAFT_8982,PHATRDRAFT_15797,,,,,,,,,,,,,,,,,,
2,0.359606707775832,8.45943902243588,PHATRDRAFT_14792,PHATRDRAFT_15797,,,,,,,,,,,,,,,,,,
2,0.35960670777573,4.86048472018336,PHATRDRAFT_48983,PHATRDRAFT_15797,,,,,,,,,,,,,,,,,,
2,0.359606707775734,4.86048472018316,PHATRDRAFT_50742,PHATRDRAFT_15797,,,,,,,,,,,,,,,,,,
3,0.359606707775729,6.12120023934609,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_15797,,,,,,,,,,,,,,,,,
3,0.359606707775733,4.860484720187,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_15797,,,,,,,,,,,,,,,,,
3,0.359606707775641,4.86048472018225,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_15797,,,,,,,,,,,,,,,,,
3,0.35960670777573,2.65173328084335,PHATRDRAFT_14792,PHATRDRAFT_30145,PHATRDRAFT_50742,,,,,,,,,,,,,,,,,
3,0.359606707775842,1.17502333096299,PHATRDRAFT_14792,PHATRDRAFT_50742,PHATRDRAFT_48078,,,,,,,,,,,,,,,,,
3,0.359606707775732,1.17502333096304,PHATRDRAFT_14792,PHATRDRAFT_48983,PHATRDRAFT_48078,,,,,,,,,,,,,,,,,
3,0.359606707775842,1.17502333096299,PHATRDRAFT_50742,PHATRDRAFT_8982,PHATRDRAFT_48078,,,,,,,,,,,,,,,,,
3,0.359606707775731,2.65173328084235,PHATRDRAFT_26290,PHATRDRAFT_50742,PHATRDRAFT_8982,,,,,,,,,,,,,,,,,
3,0.359606707775731,2.65173328084796,PHATRDRAFT_30145,PHATRDRAFT_48983,PHATRDRAFT_8982,,,,,,,,,,,,,,,,,
4,0.359606707775732,6.12120023934615,PHATRDRAFT_54731,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_15797,,,,,,,,,,,,,,,,
4,0.359606707775732,1.17502333096324,PHATRDRAFT_14792,PHATRDRAFT_48983,PHATRDRAFT_859,PHATRDRAFT_42245,,,,,,,,,,,,,,,,
4,0.359606707775842,1.17502333096299,PHATRDRAFT_50742,PHATRDRAFT_8982,PHATRDRAFT_41969,PHATRDRAFT_859,,,,,,,,,,,,,,,,
4,0.359606707775842,1.17502333096299,PHATRDRAFT_50742,PHATRDRAFT_8982,PHATRDRAFT_17720,PHATRDRAFT_859,,,,,,,,,,,,,,,,
4,0.359606707775732,0.857494024258399,PHATRDRAFT_48983,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_42245,,,,,,,,,,,,,,,,
