Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.0410214508783436,0.386129256157924,TM1611,TM0202,TM1419,
3,0.0410214508783436,0.386129256157924,TM1611,TM0202,TM_1418,
3,0.0410214508783326,0.386129256157535,TM1415,TM1611,TM0202,
4,0.0734402977337592,0.0560526497085769,TM1385,TM1611,TM0202,TM1667
4,0.0734402977337592,0.0560526497085769,TM1385,TM1611,TM0202,TM0296
