Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
9,0.215138937061709,0.15291882021279,YPO1384,YPO3949,YPO0253,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,,
9,0.215138937061709,0.147604888467413,YPO1384,YPO0253,YPO0460,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,
9,0.215138937061709,0.147604888467329,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,
9,0.215138937061709,0.152918820210125,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,,
9,0.215138937061709,0.147604888467159,YPO1384,YPO3949,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,
9,0.215138937061709,0.152918820211595,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,,
9,0.215138937061709,0.147604888467413,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,
9,0.215138937061709,0.152918820210125,YPO1384,YPO0253,YPO0460,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,,
10,0.215138937061709,0.152918820210584,YPO1384,YPO3949,YPO0253,YPO2288,YPO2824,YPO0440,YPO3358,YPO3418,YPO2567,YPO1171,,
10,0.215138937061709,0.152918820209991,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO0440,YPO3358,YPO3418,YPO2567,YPO1171,,
10,0.215138937061709,0.152918820210663,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO0440,YPO3358,YPO3418,YPO2567,YPO1171,,
11,0.215138937061709,0.152918820209877,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO2295,YPO3358,YPO2559,YPO3383,YPO3418,YPO2567,
11,0.215138937061709,0.152918820210102,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO0440,YPO3358,YPO2559,YPO3418,YPO2836,YPO2567,
12,0.215138937061709,0.15291882020999,YPO1384,YPO3949,YPO3095,YPO0253,YPO3225,YPO3408,YPO2288,YPO2824,YPO0440,YPO3358,YPO3418,YPO2567
