Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
3,0.246817180024839,0.0793567246920759,PHATRDRAFT_49056,PHATRDRAFT_11414,PHATRDRAFT_23830,,,,,
5,0.35960670777562,0.0541209761014443,PHATRDRAFT_45947,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_11414,PHATRDRAFT_23830,,,
5,0.359606707775731,0.0541209761011459,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_11414,PHATRDRAFT_42245,PHATRDRAFT_23830,,,
5,0.359606707775733,0.0541209761016717,PHATRDRAFT_55192,PHATRDRAFT_49372,PHATRDRAFT_50097,PHATRDRAFT_11414,PHATRDRAFT_23830,,,
5,0.359606707775731,0.0541209761019985,PHATRDRAFT_49372,PHATRDRAFT_50097,PHATRDRAFT_11414,PHATRDRAFT_23830,PHATRDRAFT_51830,,,
5,0.359606707775729,0.0541209761020198,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_11414,PHATRDRAFT_23830,PHATRDRAFT_51245,,,
5,0.359606707775732,0.0541209761020767,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_19708,PHATRDRAFT_11414,PHATRDRAFT_23830,,,
5,0.359606707775729,0.0541209761020198,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_11414,PHATRDRAFT_23830,PHATRDRAFT_46728,,,
5,0.359606707776007,0.0541209761018902,PHATRDRAFT_49372,PHATRDRAFT_50097,PHATRDRAFT_20310,PHATRDRAFT_11414,PHATRDRAFT_23830,,,
5,0.359606707775731,0.0541209761019985,PHATRDRAFT_49372,PHATRDRAFT_50097,PHATRDRAFT_11414,PHATRDRAFT_23830,PHATRDRAFT_46728,,,
5,0.359606707775733,0.0541209761016717,PHATRDRAFT_54219,PHATRDRAFT_49372,PHATRDRAFT_50097,PHATRDRAFT_11414,PHATRDRAFT_23830,,,
5,0.35960670777562,0.0541209761021122,PHATRDRAFT_55192,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_11414,PHATRDRAFT_23830,,,
5,0.359606707775729,0.0541209761020198,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_11414,PHATRDRAFT_23830,PHATRDRAFT_51830,,,
6,0.325572264957136,0.069578986573303,PHATRDRAFT_30145,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_11414,PHATRDRAFT_19901,PHATRDRAFT_23830,,
6,0.359606707775731,0.0133411491883564,PHATRDRAFT_26290,PHATRDRAFT_49372,PHATRDRAFT_50097,PHATRDRAFT_11414,PHATRDRAFT_19901,PHATRDRAFT_23830,,
7,0.359606707775731,0.0298689256017042,PHATRDRAFT_42015,PHATRDRAFT_26290,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_11414,PHATRDRAFT_23830,PHATRDRAFT_16649,
8,0.359606707775619,0.0133411491876849,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_55069,PHATRDRAFT_11414,PHATRDRAFT_19901,PHATRDRAFT_23830
