Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
7,0.0511403326601133,0.00922057110047776,Rv2443,Rv1188,Rv1712,Rv1098c,Rv1872c,Rv3150,Rv0859,,
7,0.0492383103067025,0.00887762014728548,Rv2443,Rv1188,Rv1712,Rv1098c,Rv0694,Rv3150,Rv0859,,
8,0.0511403326878689,0.00922055212459537,Rv2443,Rv2332,Rv1240,Rv1188,Rv1712,Rv1872c,Rv3150,Rv0859,
8,0.0492383101956807,0.00887761126606772,Rv2443,Rv2332,Rv1240,Rv1188,Rv1712,Rv0694,Rv3150,Rv0859,
8,0.0511403327156247,0.00922050008676157,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1188,Rv1712,Rv1098c,Rv0859,
9,0.0511403327156241,0.00922050008676158,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv2332,Rv1240,Rv1188,Rv1712,Rv0859
