Deletion size,Max growth rate,Min production rate,Deleted genes
1,0.178233052577793,0.0519326556948731,TM0066
1,0.176086152411391,0.0513071026588952,TM1155
1,0.176086152411391,0.0513071026588952,TM1154
1,0.178233052577783,0.05193265569486,TM0428
