Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.211662949735311,17.8046742179353,b2492,b0904,b2281,
3,0.211140652572117,17.4328463757019,s0001,b2492,b0904,
4,0.211662949735311,17.8046742179353,b0733,b0979,b2492,b0904
