Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.486995588668948,1.86662828055362,b1241,b0351,b4069,b4384,b2297,b2458,b3617,b0030,b2407,b1982,b0261,b4381,b2406,b0112,b2868,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.486995588668928,1.86662828058594,b3399,b1241,b0351,b4069,b2502,b2744,b2297,b2458,b3617,b1982,b4374,b0675,b2361,b2291,b0261,b0112,b2868,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.519695304759014,0.767224879182317,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b0160,b1238,b1982,b0675,b2361,b0261,b4381,b0112,b2868,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.486902748482046,1.86758024987116,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b3617,b2407,b3665,b4381,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.486902748482046,1.86758024986862,b4382,b1241,b0351,b4069,b4384,b2297,b2458,b3617,b0030,b2407,b3665,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.438346179200351,1.67771608430738,b1241,b0351,b4069,b4384,b3115,b1849,b2296,b2926,b3617,b0030,b2407,b1982,b0261,b0507,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.438346179200346,1.67771608429547,b4382,b1241,b0351,b4069,b4384,b3115,b1849,b2296,b2926,b3617,b0030,b2407,b1982,b0261,b0507,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.519695304759045,0.767224879184373,b4382,b1241,b0351,b4069,b4384,b2744,b3752,b2297,b2458,b2407,b1982,b3616,b3589,b0261,b0411,b0112,b2868,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.519695304759014,0.767224879183338,b3399,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b3617,b0160,b1238,b1982,b3665,b0675,b2361,b0261,b4381,b0112,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.486902748482046,1.86758024986979,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b2407,b3616,b3589,b3665,b4381,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1511,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.486995588668944,1.8666282805384,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b0030,b2407,b1982,b3616,b3589,b3665,b4374,b2361,b2291,b0261,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.457341695406335,1.75041908622745,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b2779,b3617,b0030,b2407,b1982,b4374,b2361,b2291,b0261,b0507,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.486902748482019,1.86758024986955,b1241,b0351,b4069,b4384,b2297,b2458,b0030,b2407,b3616,b3589,b4381,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.486933717571375,1.86748088962464,b3399,b4382,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b2407,b3616,b3589,b1623,b3665,b0261,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.487794625083973,1.84416367666485,b3399,b3942,b1732,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b3617,b0160,b3236,b1982,b0675,b2361,b0261,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b0516,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.511910486858715,1.66547363773972,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b3617,b0030,b2407,b3665,b4381,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.513978008213996,1.64392216684016,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b3617,b0160,b1982,b0675,b2361,b0261,b0507,b4381,b2406,b0112,b2868,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.423092178110994,1.6216898948452,b1241,b0351,b4069,b4384,b3752,b3115,b1849,b2296,b2779,b2926,b2407,b0517,b0907,b1982,b3616,b3589,b0261,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.519633129052807,0.768005293541449,b3399,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b0160,b1238,b3616,b3589,b3665,b0675,b2361,b0261,b4381,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.554397583109229,0.657074510281451,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b3752,b0871,b3617,b2407,b0517,b1982,b0261,b0411,b0505,b4381,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,
