Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
6,0.0496698584796786,0.00895542617728713,Rv2443,Rv1188,Rv1098c,Rv0694,Rv3150,Rv0859,,
6,0.0515447985198088,0.00929347698994741,Rv2443,Rv1188,Rv1098c,Rv1872c,Rv3150,Rv0859,,
7,0.0515447985198085,0.0092934723276972,Rv2443,Rv2332,Rv1240,Rv1188,Rv1872c,Rv3150,Rv0859,
7,0.0496698585603429,0.0089554214497454,Rv2443,Rv2332,Rv1240,Rv1188,Rv0694,Rv3150,Rv0859,
7,0.0515447985198087,0.00929346151605859,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1188,Rv1098c,Rv0859,
8,0.0515447985198087,0.00929347398308152,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv2332,Rv1240,Rv1188,Rv0859
