Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.266347737594828,0.318202978303644,YLR027C,YHR208W,YGR244C,
3,0.266347737584415,0.318202978067073,YLR027C,YDR148C,YHR208W,
4,0.266324778435568,0.318175549019237,YLR027C,YHR208W,YJL045W,YKL148C
