Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.443792107751417,0.51910814030961,b4467,b1478,b1241,b4069,b2297,b2458,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b2799,b3945,b1602,b4381,b3915,b0529,b2492,b0904,b1380,b2660,b1518,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.42966341185717,0.955015443520177,b3553,b1478,b1241,b4069,b2297,b2458,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b1033,b2799,b3945,b1602,b2913,b4381,b0529,b2492,b0904,b1380,b1517,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.429782028610503,0.951827729107873,b3553,b1478,b1241,b4069,b2297,b2458,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b1033,b2799,b3945,b1602,b2913,b4381,b3915,b0529,b2492,b0904,b1380,b1518,b0606,b2285,b1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.443665632727291,0.522523058082297,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b0937,b2799,b3945,b1602,b4381,b0529,b2492,b0904,b1380,b2660,b1517,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.443792107751508,0.519108140332573,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b2799,b3945,b1602,b4381,b3915,b0529,b2492,b0904,b1380,b2660,b1518,b0606,b2285,b1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.443792107751508,0.519108140332573,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b2799,b3945,b1602,b4381,b3915,b0529,b2492,b0904,b1380,b2660,b1517,b0606,b2285,b1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.44961409513019,0.344842695687932,b4467,b1478,b1241,b4069,b2297,b2458,b2926,b1004,b3713,b1109,b0046,b3236,b0261,b2799,b3945,b1602,b4381,b3915,b0529,b2492,b0904,b1380,b2660,b1695,b0606,b2285,b1009,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.443665632727291,0.522523058082297,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b2799,b3945,b1602,b4381,b0529,b2492,b0904,b1380,b2660,b1511,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.439648339655387,0.51562316322082,b4467,b1478,b1241,b4069,b2297,b2458,b1004,b3713,b1109,b0046,b3236,b1779,b2799,b3945,b1602,b4381,b3915,b0529,b2492,b0904,b1380,b2660,b1518,b0606,b0221,b2285,b1007,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.428837908003769,0.953180591149043,b4467,b1478,b4382,b1241,b4069,b4384,b2297,b2458,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b0937,b2799,b3945,b1602,b2913,b0529,b2492,b0904,b1380,b1518,b0606,b2285,b1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.429782028610323,0.951827729125422,b4467,b1478,b1241,b4069,b2297,b2458,b3844,b1004,b3713,b1109,b0046,b3236,b2799,b3945,b1602,b4381,b3915,b0755,b3612,b0529,b2492,b0904,b1380,b2660,b0514,b1518,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.42257806278273,1.00068689715485,b4467,b1478,b4382,b1241,b4069,b4384,b2297,b2458,b2407,b1004,b3713,b1109,b0046,b3236,b1779,b0261,b2799,b3945,b1602,b2913,b3915,b0452,b0529,b2492,b0904,b1380,b0606,b2285,b1007,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.42966341185717,0.955015443512159,b3553,b1478,b1241,b4069,b3115,b1849,b2296,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b1033,b2799,b3945,b1602,b0507,b2913,b4381,b0529,b2492,b0904,b1380,b1518,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.426175454925534,0.947262740702888,b4467,b1478,b4382,b1241,b4069,b4384,b2297,b2458,b2779,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b2210,b2799,b3945,b1602,b2913,b0529,b2492,b0904,b1380,b1518,b0606,b2285,b1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.436968519822036,0.578147295172611,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b2926,b1004,b3713,b1109,b0046,b3236,b0261,b2799,b3945,b1602,b4381,b3915,b0452,b0529,b1539,b2492,b0904,b1380,b2660,b0606,b2285,b1008,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.488717833242373,0.0159029597468326,b3553,b1478,b1241,b4069,b3115,b1849,b2296,b2926,b1004,b3713,b1109,b0046,b3236,b1033,b0261,b2799,b3945,b1602,b2913,b2223,b4381,b3915,b0529,b2492,b0904,b1380,b0606,b2285,b1009,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.429679784131665,0.954987668750678,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b2779,b3844,b1004,b3713,b1109,b0046,b3124,b3236,b0261,b2799,b3945,b1602,b0153,b4381,b0529,b2492,b0904,b0591,b1380,b2660,b0514,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.49901295440827,0.297184919458946,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b0871,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b0937,b2799,b3945,b1602,b2913,b4381,b2975,b3603,b2492,b0904,b1380,b1511,b0606,b2285,b1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.487629008890417,0.0159403484859174,b3553,b1478,b2066,b1241,b4069,b4384,b2297,b2458,b2926,b2407,b1004,b3713,b1109,b0046,b3236,b2498,b1033,b2799,b3945,b1602,b2913,b2223,b3915,b0529,b2492,b0904,b1380,b1517,b0606,b2285,b1009,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.42883790800368,0.953180591143724,b4467,b1478,b2066,b1241,b4069,b4384,b3115,b1849,b2296,b2779,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b2498,b2799,b3945,b1602,b0507,b2913,b0529,b2492,b0904,b1380,b1511,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.500166096764016,0.293743047139646,b3553,b1478,b4269,b0493,b3588,b3003,b3011,b2066,b1241,b4384,b0871,b2926,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b1033,b0261,b2799,b3945,b1602,b2913,b3915,b2492,b0904,b1380,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.490535334678679,0.363539170307189,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b0871,b2779,b1004,b3713,b1109,b0046,b3236,b4015,b2799,b3945,b1602,b2342,b3845,b2913,b4381,b3915,b2492,b0904,b1380,b1518,b0606,b2285,b1007,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.444716161534972,0.902170772819729,b4467,b1478,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b4384,b0871,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b2799,b3945,b1602,b0153,b2913,b0529,b2492,b0904,b0591,b1380,b1517,b0606,b2285,b1009,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.373137553662367,0.369449275534324,b3553,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b0871,b2925,b2097,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b3946,b0825,b1033,b2799,b3945,b1602,b4381,b3915,b2492,b0904,b1380,b2660,b0606,b2285,b1010,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.367967049831721,0.581510103811527,b3553,b1478,b1241,b0351,b4069,b0871,b3115,b1849,b2296,b2925,b2097,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b3946,b0825,b1033,b2799,b3945,b1602,b4381,b2492,b0904,b1380,b2660,b0606,b2285,b1009,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.429798409926049,0.951799825160101,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b0207,b3012,b0261,b2799,b1602,b2913,b4381,b3915,b0529,b2492,b0904,b1781,b3001,b1380,b0325,b1771,b0606,b2285,b1007,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.458791738306112,0.439001985837962,b4467,b1478,b0474,b2518,b1241,b0351,b4069,b3115,b1849,b2296,b2779,b1004,b3713,b1109,b0046,b3236,b3616,b3589,b2799,b3945,b1602,b2913,b4381,b3915,b4064,b4464,b0529,b2492,b0904,b1380,b1518,b0606,b2285,b1010,b4209,,,,,,,,,,,,,,,,,,,,,,,,,
