Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
9,0.173648192235495,0.246855144413402,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,
9,0.173648192235495,0.246855144413402,YPO1384,YPO3949,YPO0253,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,
9,0.174819788114046,0.23988456649234,YPO1384,YPO3949,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,
9,0.173648192235495,0.246855144413131,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,
9,0.174819788114046,0.239884566492047,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,
9,0.173648192235495,0.246855144413131,YPO1384,YPO0253,YPO0460,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,
9,0.174819788114046,0.239884566492429,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,
9,0.174819788114046,0.239884566492429,YPO1384,YPO0253,YPO0460,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,
10,0.173648192235495,0.246855144414907,YPO1384,YPO0253,YPO0460,YPO2288,YPO2824,YPO0440,YPO3358,YPO3418,YPO2567,YPO1171,
10,0.173648192235495,0.246855144413081,YPO1384,YPO3949,YPO0253,YPO2288,YPO2824,YPO0440,YPO3358,YPO3418,YPO2567,YPO1171,
10,0.173648192235495,0.246855144414907,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO0440,YPO3358,YPO3418,YPO2567,YPO1171,
11,0.173648192235495,0.246855144412619,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO2295,YPO3358,YPO2559,YPO3383,YPO3418,YPO2567
11,0.173648192235496,0.246855144414271,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO2295,YPO3358,YPO2559,YPO3418,YPO2836,YPO2567
11,0.173648192235496,0.246855144414393,YPO1384,YPO3949,YPO0253,YPO2288,YPO2824,YPO0440,YPO3358,YPO2559,YPO3383,YPO3418,YPO2567
11,0.173648192235495,0.246855144413208,YPO1384,YPO3949,YPO0253,YPO2288,YPO2824,YPO2295,YPO3358,YPO2559,YPO3383,YPO3418,YPO2567
11,0.173648192235495,0.246855144414417,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO2295,YPO3358,YPO2559,YPO3418,YPO2836,YPO2567
11,0.173648192235495,0.246855144413081,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO0440,YPO3358,YPO2559,YPO3383,YPO3418,YPO2567
