Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.314016270583923,0.0247922607679163,PHATRDRAFT_draft521,PHATRDRAFT_31544,,,
3,0.314016270583924,0.0247922607681055,PHATRDRAFT_draft521,PHATRDRAFT_12331,PHATRDRAFT_51970,,
3,0.314016270583872,0.0247922607678903,PHATRDRAFT_draft521,PHATRDRAFT_17720,PHATRDRAFT_47293,,
3,0.314016270583872,0.0247922607678903,PHATRDRAFT_draft521,PHATRDRAFT_41969,PHATRDRAFT_38946,,
3,0.314016270583898,0.0247922607679243,PHATRDRAFT_draft521,PHATRDRAFT_20318,PHATRDRAFT_42245,,
3,0.314016270583872,0.0247922607678903,PHATRDRAFT_draft521,PHATRDRAFT_17720,PHATRDRAFT_35691,,
3,0.314016270583872,0.0247922607678903,PHATRDRAFT_draft521,PHATRDRAFT_31436,YP_874486_AT1,,
3,0.314016270583872,0.0247922607678903,PHATRDRAFT_draft521,PHATRDRAFT_41969,PHATRDRAFT_20318,,
3,0.314016270583843,0.0247922607678998,PHATRDRAFT_draft521,PHATRDRAFT_23913,PHATRDRAFT_5423,,
3,0.314016270583908,0.0247922607680557,PHATRDRAFT_draft521,PHATRDRAFT_54478,PHATRDRAFT_38946,,
3,0.314016270583872,0.0247922607678903,PHATRDRAFT_draft521,PHATRDRAFT_5423,PHATRDRAFT_31436,,
4,0.314016270583777,0.0247922607679776,PHATRDRAFT_54015,PHATRDRAFT_11319,PHATRDRAFT_47293,PHATRDRAFT_28181,
4,0.314016270583923,0.0247922607678362,PHATRDRAFT_54015,PHATRDRAFT_12331,PHATRDRAFT_35580,PHATRDRAFT_28181,
4,0.314016270583777,0.0247922607679776,PHATRDRAFT_54015,PHATRDRAFT_19979,PHATRDRAFT_20318,PHATRDRAFT_28181,
4,0.314016270584035,0.0247922607678852,PHATRDRAFT_54015,PHATRDRAFT_47293,PHATRDRAFT_42245,PHATRDRAFT_28181,
4,0.314016270583926,0.0247922607682267,PHATRDRAFT_54015,PHATRDRAFT_23913,PHATRDRAFT_28181,YP_874486_AT1,
4,0.314016270583979,0.0247922607677699,PHATRDRAFT_54015,PHATRDRAFT_20318,PHATRDRAFT_21970,PHATRDRAFT_51970,
4,0.314016270583922,0.0247922607678942,PHATRDRAFT_54015,PHATRDRAFT_47293,PHATRDRAFT_51970,PHATRDRAFT_28181,
4,0.314016270583777,0.0247922607679776,PHATRDRAFT_54015,PHATRDRAFT_35691,PHATRDRAFT_23723,PHATRDRAFT_28181,
4,0.314016270583923,0.0247922607678929,PHATRDRAFT_54015,PHATRDRAFT_17720,PHATRDRAFT_35691,PHATRDRAFT_21970,
4,0.314016270583926,0.0247922607682267,PHATRDRAFT_54015,PHATRDRAFT_23913,PHATRDRAFT_38946,PHATRDRAFT_28181,
5,0.314016270583924,0.0247922607677225,PHATRDRAFT_54015,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_47293,PHATRDRAFT_28181
